Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,in_anchor_tf,in_swing_bars,in_fvg_min_atr_factor,in_sl_mode,in_sl_atr_factor_from_entry,in_sl_padding_atr_factor,in_trailing_stop_atr_factor,in_enable_spread_filter,in_max_spread_points,in_enable_session_filter,in_session_start_hour,in_session_end_hour,in_enable_fifty_buffer,in_fifty_buffer,in_after_tp1_mode,in_trailing_stop_atr_factor_after_tp1,in_be_offset_points,in_symbol_preset,in_enable_plan_c,in_enable_plan_d,in_plan_d_low_vol_ratio,in_plan_d_high_vol_ratio,in_plan_d_buffer_lowvol,in_plan_d_buffer_highvol
1121,1202.73,702.73,1.779063,1.809494,1.815324,3.692414,0,26.0759,395,6,105,0.4,0,2,0.9,2.7,true,23,false,8,19,true,0.56,0,3,1,4,false,true,0.504,1.825,0.03,0.05
1144,1072.85,572.85,2.194828,2.642345,2.796846,7.740969,0,16.0307,261,5,95,0.4,0,2.3,0.7,2.3,true,33,true,5,20,true,0.34,1,2,1,4,false,true,0.528,0.925,0.04,0.08
1043,1098.28,598.28,1.968026,2.506889,3.117665,8.113454,0,14.8739,304,5,95,0.4,0,2,0.3,2.8,true,37,true,5,20,true,0.34,1,2,1,4,false,true,0.72,0.825,0.02,0.08
1251,983.85,483.85,1.868147,2.286561,2.539362,7.43143,0,16.2634,259,5,95,0.4,0,2,0.3,2.8,true,37,true,5,20,true,0.34,1,2,1,4,false,true,0.144,0.725,0.03,0.09
1281,1123.35,623.35,1.189599,1.763825,1.671897,3.800762,0,34.5513,524,6,106,0.4,1,2.3,0.5,2.1,true,23,false,18,19,false,0.38,1,2.3,1,4,true,false,0.528,1.3,0.04,0.06
1327,1092.52,592.52,3.405287,3.152427,1.822914,7.177639,0,31.3573,174,6,106,0.4,1,2.3,0.5,2.6,true,25,true,15,19,false,0.38,1,2.3,1,4,true,false,0.912,0.35,0.03,0.1
1338,799.81,299.81,0.380953,1.374103,1.919767,4.974305,0,17.2722,787,2,103,0.4,0,2.8,0.6,2.7,false,37,false,9,22,false,0.38,2,3.1,3,4,true,true,1.032,0.35,0.03,0.1
1406,764.17,264.17,1.928248,1.958283,1.640298,5.303662,0,32.21,137,5,95,0.4,0,2.3,0.7,2.3,true,33,true,12,17,true,0.32,1,2,1,4,false,true,0.336,2.325,0.04,0.08
1368,768.44,268.44,0.533678,1.455725,1.814029,5.463911,0,17.266,503,2,103,0.4,0,2.8,0.6,2.4,false,39,true,10,22,false,0.38,2,3.1,3,4,true,true,0.84,1.55,0.05,0.09
1413,1138.89,638.89,1.151153,1.779039,1.629364,3.908625,0,27.9448,555,6,106,0.4,1,2.2,0.2,3.1,false,25,false,15,19,false,0.38,1,2.3,1,4,true,false,0.336,1.375,0.03,0.08
1334,1146,646,2.383764,1.960666,1.648127,3.447466,0,36.4784,271,10,91,0.3,0,2.1,0.6,3,true,33,true,6,23,false,0.36,1,3.5,2,4,true,false,0.54,1.025,0.04,0.1
1465,644.12,144.12,0.63489,1.529444,1.791646,5.882054,0,15.2487,227,2,96,0.4,0,2.1,0.9,3.2,false,27,true,10,21,true,0.2,2,3.7,3,4,false,false,1.08,2.125,0.02,0.09
1348,725.68,225.68,0.747285,1.933642,3.287879,14.877096,0,10.4752,302,1,105,0.5,0,2.7,0.9,2.5,false,39,true,3,15,true,0.22,0,3.7,2,4,true,false,0.12,1.45,0.05,0.09
1370,1098.28,598.28,1.968026,2.506889,3.117665,8.113454,0,14.8739,304,5,95,0.4,0,2,0.3,2.8,true,37,true,5,20,true,0.34,1,2,1,4,false,true,0.732,0.825,0.02,0.08
1372,1097.26,597.26,1.254748,1.703644,1.432175,3.471693,0,30.053,476,6,106,0.4,1,2.3,0.9,2.8,false,23,false,15,19,false,0.38,1,2.3,1,4,true,false,0.528,2.275,0.02,0.06
1432,967.16,467.16,1.286942,2.012769,1.865655,7.794943,0,20.5657,363,5,101,0.5,0,2.1,0.8,3.6,true,29,false,18,21,false,0.42,1,2.2,2,4,true,false,0.96,1.45,0.05,0.1
1234,1112.31,612.31,1.115319,1.881301,2.059223,5.17156,0,21.4079,549,5,101,0.4,1,2.4,0.2,4,true,33,false,18,21,false,0.42,1,2.2,2,4,true,false,1.152,2.125,0.02,0.09
1467,1208.44,708.44,1.78899,1.839454,1.670258,3.848564,0,27.4192,396,6,105,0.4,0,2,0.9,2.7,false,27,false,3,19,true,0.56,0,3,1,4,false,true,1.08,0.4,0.05,0.08
1320,1251.53,751.53,1.851059,1.864076,1.968335,4.027654,0,24.9867,406,6,105,0.4,0,2,0.9,2.7,true,23,false,16,22,true,0.52,1,3,1,4,false,true,0.504,2.4,0.02,0.07
1342,880.24,380.24,0.520164,1.509787,2.430736,6.080544,0,16.4628,731,2,103,0.4,0,3,0.8,3.1,true,39,false,9,22,false,0.38,2,3.1,3,4,true,true,0.84,1.55,0.05,0.09
1419,1116.5,616.5,2.417647,3.148907,4.578877,9.681562,0,17.8907,255,5,95,0.4,0,2,0.3,2.8,true,37,true,5,18,true,0.34,1,2,1,4,false,true,0.912,0.95,0.03,0.06
1428,799.81,299.81,0.380953,1.374103,1.919767,4.974305,0,17.2722,787,2,103,0.4,0,2.8,0.6,2.7,false,37,false,9,22,false,0.38,2,3.1,3,4,true,true,0.264,1.05,0.02,0.09
1287,1013.13,513.13,1.574018,1.899755,1.376274,4.378535,0,33.7525,326,6,106,0.4,1,2.3,0.5,2.6,true,25,true,7,23,false,0.6,1,2.3,1,4,true,false,0.144,0.35,0.02,0.09
1429,1226.68,726.68,1.953441,1.903685,2.00033,4.297282,0,29.0501,372,6,105,0.4,0,2,0.9,2.7,true,23,false,4,19,true,0.56,0,3,1,4,false,true,0.12,0.725,0.03,0.09
1229,1283.75,783.75,2.0625,2.003842,2.157427,4.088243,0,29.8551,380,6,105,0.4,0,2,0.9,2.7,true,23,false,9,16,true,0.56,0,3,1,4,false,true,1.08,0.8,0.04,0.05
1268,840.56,340.56,1.407273,1.796315,1.694497,4.836293,0,19.2964,242,5,95,0.4,1,2.8,0.9,2.1,true,31,true,6,20,true,0.34,1,2,1,4,false,true,0.336,2.125,0.03,0.09
1365,799.81,299.81,0.380953,1.374103,1.919767,4.974305,0,17.2722,787,2,103,0.4,0,2.8,0.6,2.3,false,39,false,10,22,false,0.38,2,3.1,3,4,true,true,0.264,1.4,0.02,0.08
1422,767.99,267.99,0.750672,1.624496,2.397692,6.688719,0,14.6799,357,2,96,0.4,0,2.1,0.9,3.9,false,39,true,10,21,true,0.2,2,3.7,3,4,false,true,0.12,1.4,0.02,0.08
1256,665.81,165.81,1.265725,1.942316,1.404455,5.12058,0,15.4337,131,3,93,0.4,0,2.8,0.6,2.4,true,23,true,15,22,true,0.38,2,2.6,1,4,true,true,0.144,2.2,0.04,0.06
1317,794,294,5.54717,5.525862,2.050209,10.89464,0,20.1077,53,6,93,0.4,1,2.1,0.8,2.7,false,29,true,13,16,false,0.28,0,2.1,0,4,false,false,0.708,2.2,0.05,0.05
1433,826.73,326.73,6.806875,3.341815,2.580398,7.535241,0,23.6236,48,30,94,0.3,1,2.8,0.6,3.8,true,33,false,7,21,true,0.26,0,3.8,1,4,true,false,0.492,0.3,0.05,0.08
1470,940.36,440.36,2.75225,2.74753,1.919282,7.571292,0,26.0322,160,6,106,0.4,1,2.3,0.5,2.6,true,35,true,16,19,false,0.38,1,2.3,1,4,true,false,0.528,1.025,0.04,0.1
1477,1088.82,588.82,1.25548,1.887766,1.975906,5.535675,0,21.488,469,5,95,0.4,0,2,0.3,2.8,true,39,false,5,20,true,0.34,1,2,1,4,false,true,0.72,0.825,0.02,0.08
1488,799.65,299.65,8.813235,4.477832,3.213749,11.332591,0,17.641,34,30,94,0.3,1,2.5,0.8,2.8,true,37,true,4,21,true,0.26,0,3.8,1,4,true,false,0.492,0.45,0.05,0.09
1507,1266.78,766.78,2.033899,1.986136,2.110713,4.11681,0,30.3581,377,6,105,0.4,0,2,0.9,2.7,true,23,false,8,19,true,0.56,0,3,1,4,false,true,0.696,2.15,0.05,0.08
1585,854.41,354.41,1.464504,1.835636,1.706191,5.03881,0,19.5569,242,5,95,0.4,1,2.8,0.9,2.1,true,31,true,6,20,true,0.34,1,2,1,4,false,true,0.912,0.3,0.05,0.06
1609,1144.39,644.39,1.556498,1.689571,1.499977,3.427086,0,28.9697,414,6,105,0.4,0,2,0.9,2.7,false,27,false,3,19,true,0.56,0,3,1,4,false,true,0.312,1.375,0.03,0.08
1620,1138.89,638.89,1.151153,1.779039,1.629364,3.908625,0,27.9448,555,6,106,0.4,1,2.2,0.2,3,false,25,false,15,19,false,0.38,1,2.3,1,4,true,false,1.104,0.4,0.05,0.08
1667,799.81,299.81,0.380953,1.374103,1.919767,4.974305,0,17.2722,787,2,103,0.4,0,2.8,0.6,2.7,false,37,false,8,15,false,0.38,2,3.1,3,4,true,true,0.456,2.05,0.05,0.06
1618,749.18,249.18,0.41879,1.369923,1.836392,5.098693,0,17.0774,595,2,96,0.4,0,2.1,0.9,3.9,false,39,true,3,20,false,0.44,1,2.6,2,4,false,true,0.696,2.3,0.05,0.06
1484,1135.84,635.84,1.168824,1.720425,1.562222,3.752352,0,28.7491,544,6,106,0.4,1,2.6,0.6,3.5,false,33,false,16,19,false,0.38,1,2.3,1,4,true,false,0.72,1.825,0.02,0.1
1524,940.36,440.36,2.75225,2.74753,1.919282,7.571292,0,26.0322,160,6,106,0.4,1,2.3,0.5,2.6,true,25,true,16,19,false,0.38,1,2.3,1,4,true,false,0.528,2.275,0.02,0.06
1627,761.33,261.33,4.930755,2.349566,1.049434,6.645455,0,43.2627,53,30,94,0.4,1,2,0.8,2.3,false,33,false,7,21,true,0.26,0,3.8,1,4,true,false,0.492,0.3,0.05,0.08
1658,940.36,440.36,2.75225,2.74753,1.919282,7.571292,0,26.0322,160,6,106,0.4,1,2.3,0.5,2.6,true,35,true,16,19,false,0.38,1,2.3,1,4,true,false,0.528,0.4,0.05,0.05
1539,744.33,244.33,1.865115,1.885928,1.517106,5.184576,0,32.21,131,5,95,0.4,0,2.3,0.7,2.3,true,33,true,12,17,true,0.32,1,2,1,4,false,true,0.144,0.35,0.02,0.09
1576,1072.85,572.85,2.194828,2.642345,2.796846,7.740969,0,16.0307,261,5,95,0.4,0,2.3,0.7,2.3,true,33,true,5,20,true,0.34,1,2,1,4,false,true,0.336,1.825,0.04,0.08
1588,1112.31,612.31,1.115319,1.881301,2.059223,5.17156,0,21.4079,549,5,101,0.4,1,2.4,0.2,4,true,33,false,15,19,false,0.38,1,2.2,2,4,true,false,0.576,2.275,0.02,0.06
1612,880.24,380.24,0.520164,1.509787,2.430736,6.080544,0,16.4628,731,2,103,0.4,0,3,0.8,3.1,true,39,false,13,18,false,0.36,2,3.1,3,4,true,true,1.032,0.3,0.05,0.06
1635,1050.14,550.14,1.930316,2.428379,2.866806,7.941439,0,15.4504,285,5,95,0.4,0,2,0.3,2.8,true,37,true,5,20,true,0.34,1,2,1,4,false,true,0.528,0.925,0.04,0.08
1646,1106.83,606.83,2.198659,2.678552,2.962748,7.9121,0,15.6154,276,5,95,0.4,0,2.3,0.7,2.3,true,33,true,5,20,true,0.34,1,2,1,4,false,true,0.72,0.825,0.02,0.08
1657,1092.52,592.52,3.405287,3.152427,1.822914,7.177639,0,31.3573,174,6,106,0.4,1,2.3,0.5,2.6,true,25,true,15,19,false,0.38,1,2.3,1,4,true,false,0.144,1.975,0.03,0.05
1717,1105.01,605.01,2.283057,2.729885,2.890359,8.092092,0,15.926,265,5,95,0.4,0,2.3,0.7,2.3,true,33,true,5,20,true,0.34,1,2,1,4,false,true,0.72,2.15,0.05,0.08
1500,822.28,322.28,6.319216,2.998512,2.187322,6.862609,0,27.5469,51,30,94,0.3,1,2.5,0.8,2.8,true,39,false,8,21,true,0.26,0,3.8,1,4,true,false,0.492,1.275,0.03,0.1
1659,586.45,86.45,17.29,0,3.894144,1.677281,0,4.2537,5,30,105,0.5,0,2.9,1,3.3,true,29,true,7,21,true,0.26,0,3.8,1,4,true,false,0.492,0.3,0.05,0.08
1683,749.18,249.18,0.41879,1.369923,1.836392,5.098693,0,17.0774,595,2,96,0.4,0,2.1,0.9,3.9,false,39,true,3,20,false,0.44,1,2.6,2,4,false,true,0.888,0.95,0.03,0.06
1707,822.28,322.28,6.319216,2.998512,2.187322,6.862609,0,27.5469,51,30,94,0.3,1,2.5,0.8,2.8,true,39,false,16,16,true,0.26,0,3.8,1,4,true,false,1.068,1.6,0.02,0.06
1473,1266.78,766.78,2.033899,1.986136,2.110713,4.11681,0,30.3581,377,6,105,0.4,0,2,0.9,2.7,true,23,false,8,19,true,0.56,0,3,1,4,false,true,0.312,1.4,0.05,0.08
1519,741.2,241.2,1.735252,1.881064,1.584653,6.026211,0,30.442,139,5,95,0.4,0,2.3,0.4,2.8,true,37,true,12,17,true,0.32,1,2,1,4,false,true,0.336,1.65,0.04,0.05
1549,966.46,466.46,2.264369,2.379488,2.413889,7.617322,0,16.7087,206,5,95,0.4,0,2,0.3,2.8,true,37,true,8,20,true,0.34,1,2,1,4,false,true,0.72,2.3,0.05,0.06
1574,819.17,319.17,6.649375,3.170044,2.398692,7.275747,0,24.8771,48,30,94,0.3,1,2.5,0.8,2.8,true,23,false,3,21,true,0.26,0,3.8,1,4,true,false,0.408,0.45,0.05,0.09
1692,1225.41,725.41,1.81807,1.856325,1.710268,3.829983,0,27.1216,399,6,105,0.4,0,2,0.9,2.7,false,27,false,9,16,true,0.56,0,3,1,4,false,true,1.08,0.8,0.04,0.05
1676,760.25,260.25,0.684868,1.578449,2.001461,6.741371,0,16.3578,380,2,96,0.4,0,2.1,0.9,3.9,false,39,true,10,21,true,0.2,2,3.7,3,4,false,true,0.312,0.45,0.05,0.08
1591,1056.46,556.46,3.613377,3.466797,2.425296,7.875832,0,26.0396,154,6,106,0.4,1,2.3,0.9,2.8,false,29,true,16,19,false,0.38,1,2.3,1,4,true,false,0.528,2.275,0.02,0.06
1648,1092.52,592.52,3.405287,3.152427,1.822914,7.177639,0,31.3573,174,6,106,0.4,1,2.3,0.5,2.6,true,25,true,15,19,false,0.38,1,2.3,1,4,true,false,0.72,2.425,0.03,0.07
1546,1294.47,794.47,1.856238,2.279175,2.401808,5.309265,0,20.4285,428,5,100,0.4,0,2.4,1,3.9,true,29,false,6,20,true,0.34,1,2,1,4,false,true,0.732,0.825,0.02,0.08
1584,1038.08,538.08,2.038182,2.379657,2.823085,7.35498,0,15.5856,264,5,95,0.4,0,2,0.3,2.8,true,39,true,6,20,true,0.34,1,2,1,4,false,true,0.732,0.825,0.02,0.08
1607,1460.61,960.61,3.347073,2.923028,2.644269,5.836191,0,31.3526,287,6,105,0.4,0,2,0.9,3.2,true,39,true,3,19,true,0.56,0,3,1,4,false,true,1.08,0.4,0.05,0.08
1653,1283.75,783.75,2.0625,2.003842,2.157427,4.088243,0,29.8551,380,6,105,0.4,0,2,0.9,2.7,true,23,false,8,19,true,0.56,0,3,1,4,false,true,1.08,0.9,0.04,0.05
1689,712.6,212.6,0.438351,1.371049,1.439112,4.856477,0,19.8971,485,2,96,0.4,0,2.1,0.9,3.9,false,39,true,10,22,false,0.38,2,3.9,3,4,false,true,0.696,1.55,0.05,0.09
1701,805.8,305.8,0.399217,1.390879,1.982753,5.480541,0,16.7162,766,2,103,0.4,0,2.8,0.6,2.7,false,37,false,9,21,true,0.2,2,2.9,3,4,true,true,0.264,1.4,0.02,0.08
1721,1097.26,597.26,1.254748,1.703644,1.432175,3.471693,0,30.053,476,6,106,0.4,1,2.3,0.9,2.8,false,23,false,15,19,false,0.38,1,2.3,1,4,true,false,0.72,2.3,0.05,0.06
1482,1269.3,769.3,1.429926,1.858479,2.000624,3.994148,0,25.1987,538,6,106,0.4,0,2.3,0.2,4,true,39,false,16,19,false,0.38,1,2.3,1,4,true,false,0.336,1.375,0.03,0.08
1628,814.28,314.28,6.162353,2.856788,2.034702,6.530728,0,28.9256,51,30,94,0.3,1,2.5,1,2.2,false,27,false,4,21,true,0.26,0,3.8,1,4,true,false,0.492,0.45,0.05,0.09
1722,1058.63,558.63,1.355898,1.918392,1.75405,5.284644,0,23.1267,412,5,95,0.4,0,2.3,0.7,2.3,true,31,false,12,17,true,0.32,1,2,1,4,false,true,0.336,1.65,0.04,0.05
1651,765.48,265.48,1.14431,1.581072,1.09305,3.863047,0,24.254,232,5,95,0.4,0,2,0.3,2.8,true,37,true,12,21,false,0.32,1,2,1,4,false,true,0.912,2.475,0.03,0.08
1472,1092.52,592.52,3.405287,3.152427,1.822914,7.177639,0,31.3573,174,6,106,0.4,1,2.3,0.5,2.6,true,29,true,15,19,false,0.38,1,2.3,1,4,true,false,0.528,2.275,0.02,0.06
1498,830.6,330.6,6.482353,3.161632,2.35907,7.135539,0,26.146,51,30,94,0.3,1,2.8,0.6,2.7,false,37,false,8,21,true,0.26,0,3.8,1,4,true,false,0.492,0.3,0.05,0.08
1599,1198.14,698.14,1.488571,1.726215,1.59349,3.599795,0,29.0219,469,6,106,0.4,0,2.8,0.9,2.4,false,39,false,15,19,false,0.38,1,2.3,1,4,true,false,0.528,2.275,0.02,0.06
1611,873.4,373.4,1.244667,1.566436,1.245248,2.364655,0,36.6143,300,6,101,0.3,0,2.8,1,3.2,true,39,true,3,19,true,0.56,0,3,0,4,false,true,1.164,0.4,0.05,0.08
1622,1193.19,693.19,1.631035,1.740493,1.633726,3.75655,0,27.7969,425,6,105,0.4,0,2,0.9,2.7,false,27,false,3,23,true,0.3,1,3.4,1,4,false,true,0.888,0.875,0.02,0.06
1691,1123.35,623.35,1.189599,1.763825,1.671897,3.800762,0,34.5513,524,6,106,0.4,1,2.3,0.5,2.1,true,23,false,15,19,false,0.38,1,2.3,1,4,true,false,0.72,1.35,0.05,0.09
1703,799.81,299.81,0.380953,1.374103,1.919767,4.974305,0,17.2722,787,2,103,0.4,0,2.8,0.6,2.7,false,37,false,9,22,false,0.38,2,3.1,3,4,true,true,0.456,1.375,0.03,0.08
1715,1138.89,638.89,1.151153,1.779039,1.629364,3.908625,0,27.9448,555,6,106,0.4,1,2.2,0.2,3.1,false,25,false,15,19,false,0.38,1,2.3,1,4,true,false,0.912,0.35,0.03,0.1
1569,1379.5,879.5,1.920306,2.063392,2.420998,4.491804,0,29.6277,458,6,105,0.4,0,2.7,0.2,2.1,true,27,false,8,19,true,0.56,0,3,1,4,false,true,0.888,0.8,0.03,0.1
1590,1123.35,623.35,1.189599,1.763825,1.671897,3.800762,0,34.5513,524,6,106,0.4,1,2.3,0.5,2.1,true,23,false,18,19,false,0.38,1,2.3,1,4,true,false,0.144,0.35,0.02,0.09
1608,1156.2,656.2,1.296838,1.987331,2.080995,5.019648,0,21.7867,506,5,101,0.4,1,2.4,0.9,2.1,true,33,false,18,21,false,0.42,1,2.2,2,4,true,false,1.152,2.125,0.02,0.09
1749,1138.89,638.89,1.151153,1.779039,1.629364,3.908625,0,27.9448,555,6,106,0.4,1,2.2,0.2,3.1,false,25,false,15,19,false,0.38,1,2.3,1,4,true,false,0.912,2.475,0.03,0.08
1786,1010.38,510.38,1.413795,1.927727,1.864334,5.382508,0,21.3185,361,5,95,0.4,0,2,0.3,2.8,true,39,true,3,23,true,0.32,1,2,1,4,false,true,0.924,0.875,0.02,0.06
1803,696.88,196.88,2.660541,2.620412,1.812224,11.354209,0,13.4869,74,5,95,0.4,0,2.3,0.7,2.3,true,33,true,16,19,true,0.34,1,2,1,4,false,true,0.528,2.4,0.02,0.07
1813,1202.73,702.73,1.779063,1.809494,1.815324,3.692414,0,26.0759,395,6,105,0.4,0,2,0.9,2.7,true,23,false,5,21,true,0.52,1,3,1,4,false,true,0.312,2.125,0.03,0.09
1823,765.48,265.48,1.14431,1.581072,1.09305,3.863047,0,24.254,232,5,95,0.4,0,2,0.3,2.8,true,37,true,12,21,false,0.32,1,2,1,4,false,true,0.72,1.925,0.05,0.09
1853,1251.53,751.53,1.851059,1.864076,1.968335,4.027654,0,24.9867,406,6,105,0.4,0,2,0.9,2.7,true,23,false,17,22,true,0.58,0,3,1,4,false,true,1.08,2.125,0.02,0.09
1864,799.81,299.81,0.380953,1.374103,1.919767,4.974305,0,17.2722,787,2,103,0.4,0,2.8,0.6,2.7,false,29,false,10,22,false,0.38,2,3.1,3,4,true,true,0.264,1.05,0.02,0.09
1887,1056.46,556.46,3.613377,3.466797,2.425296,7.875832,0,26.0396,154,6,106,0.4,1,2.3,0.9,2.8,false,29,true,16,19,false,0.38,1,2.3,1,4,true,false,1.104,2.2,0.05,0.06
1915,1104.08,604.08,1.917714,2.53663,2.673157,7.839999,0,16.9902,315,5,95,0.4,0,2.3,0.7,2.3,true,33,true,4,20,true,0.34,1,2,1,4,false,true,0.336,0.45,0.05,0.09
1925,822.28,322.28,6.319216,2.998512,2.187322,6.862609,0,27.5469,51,30,94,0.3,1,2.5,0.8,2.8,true,39,false,5,21,true,0.26,0,3.8,1,4,true,false,0.876,2.15,0.05,0.08
1950,1251.53,751.53,1.851059,1.864076,1.968335,4.027654,0,24.9867,406,6,105,0.4,0,2,0.9,2.7,true,23,false,8,19,true,0.56,0,3,1,4,false,true,0.696,0.825,0.02,0.08
1962,1138.89,638.89,1.151153,1.779039,1.629364,3.908625,0,27.9448,555,6,106,0.4,1,2.2,0.2,3,false,25,false,11,19,false,0.38,1,2.3,1,4,true,false,0.72,0.825,0.02,0.08
1919,745.99,245.99,2.176903,2.129171,1.204416,8.952369,0,21.4937,113,6,105,0.4,0,2,0.2,2.1,true,37,true,9,16,true,0.56,0,3,1,4,false,true,1.08,0.8,0.04,0.05
1863,1266.78,766.78,2.033899,1.986136,2.110713,4.11681,0,30.3581,377,6,105,0.4,0,2,0.9,2.7,true,23,false,4,19,true,0.56,1,3,1,4,false,true,0.504,1.9,0.05,0.05
1886,1163.17,663.17,1.221308,1.775402,1.65507,3.891342,0,27.8966,543,6,106,0.4,1,2.7,0.4,3.4,false,39,false,16,19,false,0.38,1,2.3,1,4,true,false,0.528,2.275,0.02,0.06
1912,793.52,293.52,0.565549,1.48696,2.320316,6.158794,0,14.5924,519,2,103,0.4,0,2.8,0.6,2.4,false,39,true,6,21,false,0.32,1,3.7,0,4,true,true,0.456,1.275,0.03,0.1
1948,799.81,299.81,0.380953,1.374103,1.919767,4.974305,0,17.2722,787,2,103,0.4,0,2.8,0.6,2.7,false,37,false,9,22,false,0.38,2,3.1,3,4,true,true,0.264,1.975,0.03,0.05
1905,1319.85,819.85,1.708021,2.225321,2.484695,5.573576,0,20.1884,480,5,100,0.4,0,2.4,1,3.9,true,29,false,15,19,false,0.38,1,2.3,1,4,true,false,0.72,2.3,0.05,0.06
1734,1065.26,565.26,1.205245,1.661038,1.38067,3.387105,0,29.7474,469,6,106,0.4,1,2.3,0.9,2.8,false,23,false,6,20,true,0.34,1,2,1,4,false,true,0.732,0.825,0.02,0.08
1805,1112.31,612.31,1.115319,1.881301,2.059223,5.17156,0,21.4079,549,5,101,0.4,1,2.4,0.2,4,true,33,false,7,23,false,0.42,1,2.2,2,4,true,false,0.96,2.475,0.03,0.08
1815,1138.89,638.89,1.151153,1.779039,1.629364,3.908625,0,27.9448,555,6,106,0.4,1,2.2,0.2,3.1,false,23,false,16,19,false,0.38,1,2.3,1,4,true,false,0.912,0.35,0.03,0.1
1825,1266.78,766.78,2.033899,1.986136,2.110713,4.11681,0,30.3581,377,6,105,0.4,0,2,0.9,2.7,true,25,false,7,19,true,0.56,0,3,1,4,false,true,0.312,1.4,0.05,0.08
1835,805.8,305.8,0.399217,1.390879,1.982753,5.480541,0,16.7162,766,2,103,0.4,0,2.8,0.6,2.7,false,37,false,9,21,true,0.2,2,2.9,3,4,true,true,0.84,1.825,0.02,0.1
1866,1098.28,598.28,1.968026,2.506889,3.117665,8.113454,0,14.8739,304,5,95,0.4,0,2,0.3,2.8,true,37,true,5,20,true,0.34,1,2,1,4,false,true,1.116,2.125,0.02,0.09
1889,713.65,213.65,0.319835,1.292147,1.314122,4.354614,0,19.7793,668,2,103,0.5,0,2.5,0.8,3.6,true,29,false,10,22,false,0.38,2,3.1,3,4,true,true,0.84,1.55,0.05,0.09
1916,1189.62,689.62,1.741465,1.797636,1.804957,3.63164,0,25.8073,396,6,105,0.4,0,2,0.8,3.6,true,29,false,7,19,true,0.56,0,3,1,4,false,true,0.888,0.8,0.03,0.1
1927,1144.39,644.39,1.556498,1.689571,1.499977,3.427086,0,28.9697,414,6,105,0.4,0,2,0.9,2.7,false,27,false,9,16,true,0.56,0,3,1,4,false,true,0.504,2.4,0.03,0.07
1754,991.66,491.66,1.876565,2.29777,2.580351,7.512358,0,16.1557,262,5,95,0.4,0,2,0.3,2.8,true,37,true,5,20,true,0.34,1,2,1,4,false,true,0.144,0.35,0.02,0.09
1792,1019.24,519.24,0.696032,1.500096,1.312405,3.550803,0,27.9628,746,5,90,0.3,1,2.7,0.4,3.4,false,27,false,17,21,false,0.42,1,2.2,2,4,true,false,1.152,2.125,0.02,0.09
1802,1259.25,759.25,1.419159,1.934243,1.787985,4.830532,0,25.4442,535,5,102,0.3,1,2.9,0.4,2.4,true,23,false,4,20,true,0.56,0,3,1,4,false,true,1.08,0.4,0.05,0.08
1810,1193.19,693.19,1.631035,1.740493,1.633726,3.75655,0,27.7969,425,6,105,0.4,0,2,0.9,2.7,false,27,false,15,22,true,0.52,1,2,1,4,false,true,0.504,2.4,0.02,0.07
1840,1460.61,960.61,3.347073,2.923028,2.644269,5.836191,0,31.3526,287,6,105,0.4,0,2,0.9,3.2,true,39,true,3,19,true,0.56,0,3,1,4,false,true,0.696,1.55,0.05,0.09
1850,880.24,380.24,0.520164,1.509787,2.430736,6.080544,0,16.4628,731,2,103,0.4,0,3,0.8,3.1,true,39,false,9,22,false,0.38,2,3.1,3,4,true,true,0.456,0.4,0.05,0.08
1860,1083.84,583.84,1.813168,2.527377,4.32154,9.072503,0,18.2425,322,5,95,0.4,0,2,0.3,2.9,true,37,true,4,19,true,0.56,0,3,1,4,false,true,1.104,0.4,0.05,0.08
1872,1283.75,783.75,2.0625,2.003842,2.157427,4.088243,0,29.8551,380,6,105,0.4,0,2,0.9,2.7,true,23,false,5,20,true,0.34,1,2,1,4,false,true,0.504,0.925,0.04,0.08
1883,1202.73,702.73,1.779063,1.809494,1.815324,3.692414,0,26.0759,395,6,105,0.4,0,2,0.9,2.6,true,23,false,9,17,true,0.22,2,2.7,0,4,false,true,0.504,2.4,0.03,0.07
1908,1123.35,623.35,1.189599,1.763825,1.671897,3.800762,0,34.5513,524,6,106,0.4,1,2.3,0.5,2.1,true,23,false,15,19,false,0.38,1,2.3,1,4,true,false,0.336,1.825,0.04,0.08
1922,1105.01,605.01,2.283057,2.729885,2.890359,8.092092,0,15.926,265,5,95,0.4,0,2.3,0.7,2.3,true,33,true,5,20,true,0.34,1,2,1,4,false,true,0.72,1.35,0.05,0.09
1933,967.16,467.16,1.286942,2.012769,1.865655,7.794943,0,20.5657,363,5,101,0.5,0,2.1,0.8,3.6,true,29,false,18,21,false,0.42,1,2.2,2,4,true,false,0.768,1.55,0.05,0.09
1946,880.24,380.24,0.520164,1.509787,2.430736,6.080544,0,16.4628,731,2,103,0.4,0,3,0.8,3.1,true,39,false,9,22,false,0.38,2,3.1,3,4,true,true,1.032,1.45,0.05,0.1
1957,1225.41,725.41,1.81807,1.856325,1.710268,3.829983,0,27.1216,399,6,105,0.4,0,2,0.9,2.7,false,27,false,10,21,true,0.56,0,3,1,4,false,true,0.696,1.45,0.04,0.07
1923,1051.39,551.39,1.901345,2.398544,2.873319,7.815724,0,15.4349,290,5,95,0.4,0,2,0.3,2.8,true,37,true,5,20,true,0.34,1,2,1,4,false,true,0.912,0.35,0.03,0.1
