Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,in_anchor_tf,in_swing_bars,in_fvg_min_atr_factor,in_sl_mode,in_sl_atr_factor_from_entry,in_sl_padding_atr_factor,in_trailing_stop_atr_factor,in_enable_spread_filter,in_max_spread_points,in_enable_session_filter,in_session_start_hour,in_session_end_hour,in_enable_fifty_buffer,in_fifty_buffer,in_after_tp1_mode,in_trailing_stop_atr_factor_after_tp1,in_be_offset_points,in_symbol_preset,in_enable_plan_c,in_enable_plan_d,in_plan_d_low_vol_ratio,in_plan_d_high_vol_ratio,in_plan_d_buffer_lowvol,in_plan_d_buffer_highvol
2357,1270.3,770.3,17.117778,2.393578,2.581434,5.931402,0,45.3151,45,30,104,0.3,1,2.1,0.9,2.8,false,23,false,7,23,true,0.28,1,2.7,3,3,true,true,0.696,2.3,0.05,0.06
2271,1243.25,743.25,9.175926,1.839973,1.495022,8.510952,0,47.4108,81,30,90,0.3,1,2.7,0.4,3.4,true,35,false,18,19,false,0.38,1,2.7,3,3,true,true,0.12,0.35,0.02,0.09
2403,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,39,false,8,23,false,0.32,1,2.7,3,3,true,true,0.696,0.825,0.02,0.08
2204,1360.4,860.4,11.030769,2.091324,2.073003,11.341639,0,37.4645,78,30,90,0.3,1,2,1,3.3,true,35,false,12,21,false,0.32,1,2.7,3,3,true,true,0.696,2.15,0.05,0.08
2214,1350,850,32.692308,6.575599,7.378472,26.746375,0,8.3033,26,30,90,0.3,1,2.7,0.4,2.1,true,23,false,5,18,true,0.34,1,2.7,3,3,true,true,0.888,0.95,0.03,0.06
2210,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,27,false,10,22,false,0.32,1,2.7,3,3,true,true,0.696,1.825,0.02,0.1
2231,1243.25,743.25,9.175926,1.839973,1.495022,8.510952,0,47.4108,81,30,90,0.3,1,2.7,0.4,3.4,true,35,false,11,21,false,0.32,1,2.7,3,3,true,true,0.12,1.025,0.03,0.09
2288,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,true,35,false,11,21,false,0.32,1,2.7,3,3,true,true,0.696,2.2,0.05,0.05
2326,1243.25,743.25,9.175926,1.839973,1.495022,8.510952,0,47.4108,81,30,90,0.3,1,2.7,0.4,3.4,true,35,false,8,15,false,0.54,2,3.8,3,3,true,true,0.12,1.05,0.02,0.09
2429,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,39,false,9,21,false,0.42,2,2.9,0,3,false,true,0.708,0.775,0.02,0.06
2300,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,27,false,12,21,false,0.32,1,2.7,3,3,true,true,0.696,0.775,0.02,0.06
2378,1697.75,1197.75,42.776786,31.322785,5.576117,18.994958,0,31.8411,28,30,92,0.3,0,2.7,0.5,2.1,true,23,false,10,21,false,0.22,0,2,1,3,true,true,0.768,1.45,0.04,0.07
2262,1339.55,839.55,10.903247,2.037442,2.038237,10.499586,0,38.1548,77,30,90,0.3,1,2.3,0.8,3.5,false,39,false,12,21,false,0.32,1,2.7,3,3,true,true,0.888,2.475,0.03,0.08
2274,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,2.1,true,39,false,12,21,false,0.32,1,2.7,3,3,true,true,0.888,0.725,0.03,0.08
2297,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,27,false,12,21,false,0.32,1,2.7,3,3,true,true,0.504,1.825,0.03,0.05
2409,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,27,false,11,22,false,0.32,1,2.7,3,3,true,true,0.696,0.825,0.02,0.08
2201,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,39,false,9,21,false,0.42,2,2.9,0,3,true,true,0.888,0.875,0.02,0.06
2252,1311.95,811.95,15.319811,2.424349,1.901077,11.316744,0,40.783,53,30,90,0.3,1,2.7,0.4,3.4,false,39,false,17,22,true,0.6,2,3.7,3,3,true,true,0.312,2.125,0.03,0.09
2275,1697.75,1197.75,42.776786,31.322785,5.576117,18.994958,0,31.8411,28,30,92,0.3,0,2.7,0.5,2.1,true,23,false,14,15,false,0.22,0,2,1,3,true,true,0.768,2.425,0.03,0.07
2488,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,2.6,true,35,false,11,21,false,0.32,1,2.7,3,3,true,true,0.696,2.3,0.05,0.06
2558,1526,1026,10.363636,1.813834,1.10483,2.838045,0,39.7879,99,15,97,0.5,0,3,0.8,3.4,false,23,true,6,21,false,0.32,1,3.7,0,3,true,true,1.152,0.4,0.05,0.08
2569,1243.25,743.25,9.175926,1.839973,1.495022,8.510952,0,47.4108,81,30,90,0.3,1,2.7,0.4,3.4,false,27,false,12,21,false,0.32,1,2.7,3,3,true,true,0.12,1.025,0.03,0.09
2465,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,39,false,9,21,false,0.32,1,2.7,3,3,true,true,0.696,1.35,0.05,0.09
2447,1243.1,743.1,9.174074,1.839661,1.49472,8.510439,0,47.4176,81,30,90,0.3,1,2.7,0.4,3.4,false,39,false,8,15,false,0.54,2,3.8,0,3,false,true,0.132,1.05,0.02,0.09
2496,1243.25,743.25,9.175926,1.839973,1.495022,8.510952,0,47.4108,81,30,90,0.3,1,2.7,0.4,3.4,true,35,false,15,19,false,0.38,1,2.4,3,3,true,true,0.12,1.05,0.02,0.09
2590,1301.65,801.65,10.548026,1.946291,1.826498,9.177572,0,41.6394,76,30,90,0.3,1,2.7,0.7,3.4,false,39,false,4,22,false,0.42,2,2.9,0,3,false,true,0.708,1.55,0.05,0.09
2649,1121.05,621.05,15.52625,2.261656,1.675344,6.89984,0,47.5043,40,30,90,0.3,1,2.7,0.4,3.4,false,39,false,17,22,true,0.6,2,3.7,3,3,true,true,0.888,1.45,0.05,0.1
2479,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.5,false,37,false,11,21,false,0.32,1,2.7,3,3,true,true,0.312,2.125,0.03,0.09
2490,1194.55,694.55,17.808974,3.255765,3.447754,17.805223,0,38.5108,39,30,90,0.3,1,2,1,2.2,true,23,false,15,22,true,0.52,1,2.7,3,3,true,true,0.504,2.4,0.02,0.07
2575,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,27,false,12,21,false,0.32,1,2.7,3,3,true,true,0.9,2.475,0.03,0.08
2557,1243.25,743.25,9.175926,1.839973,1.495022,8.510952,0,47.4108,81,30,90,0.3,1,2.7,0.4,3.4,false,39,false,12,21,false,0.32,1,2.7,3,3,true,true,0.12,1.05,0.02,0.09
2609,927.1,427.1,47.455556,11.242206,4.040681,3.452674,0,20.141,9,30,91,0.3,1,2,0.9,3.2,true,39,true,15,19,false,0.32,1,2.7,3,3,true,true,0.312,1.375,0.03,0.08
2584,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,true,35,false,11,21,false,0.32,0,2.7,3,3,true,true,0.888,0.8,0.03,0.1
2520,1025.4,525.4,26.27,3.955006,2.220626,16.32166,0,47.32,20,30,90,0.3,1,2.7,0.4,3.4,true,23,true,11,21,false,0.32,1,2.7,3,3,true,true,0.888,2.475,0.03,0.08
2544,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,39,false,9,21,false,0.42,2,2.9,0,3,true,true,0.312,0.45,0.05,0.09
2668,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,27,false,11,21,false,0.32,1,2.7,3,3,true,true,0.504,1.3,0.04,0.06
2674,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,27,false,12,21,false,0.32,1,2.7,3,3,true,true,0.696,2.3,0.05,0.06
2470,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,true,29,false,7,23,false,0.32,1,2.7,3,3,true,true,0.696,2.3,0.05,0.06
2515,1440.9,940.9,19.602083,3.86554,4.240198,21.893293,0,42.4202,48,30,90,0.3,1,2,1,2.2,true,23,false,12,21,false,0.32,1,2.7,3,3,true,true,0.696,1.825,0.02,0.1
2672,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,39,false,12,21,false,0.32,1,2.7,3,3,true,true,1.08,0.4,0.05,0.08
2594,1397.7,897.7,30.955172,5.505395,3.826513,16.32111,0,38.9895,29,30,104,0.3,1,2.1,0.9,2.8,true,23,false,8,23,true,0.28,1,2.7,3,3,true,true,0.696,2.3,0.05,0.06
2679,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,true,35,false,4,23,false,0.54,0,2.6,3,3,true,true,1.08,1.35,0.02,0.08
2734,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,39,false,4,23,false,0.22,1,2.7,3,3,true,true,0.696,2.3,0.05,0.06
2777,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,39,false,17,22,false,0.52,1,2.7,3,3,true,true,0.696,2.15,0.05,0.08
2862,842.73,342.73,19.040556,3.391696,1.190035,2.901506,0,45.6614,18,6,105,0.4,0,2,0.9,2.7,true,39,true,14,15,true,0.54,1,2.2,3,3,true,true,0.708,0.825,0.02,0.08
2900,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,2.6,true,35,false,10,22,false,0.32,1,2.7,3,3,true,true,0.696,1.825,0.02,0.1
2730,1243.25,743.25,9.175926,1.839973,1.495022,8.510952,0,47.4108,81,30,90,0.3,1,2.7,0.4,3.4,true,35,false,11,21,false,0.32,0,2.7,3,3,true,true,0.12,1.025,0.03,0.09
2798,1697.75,1197.75,42.776786,31.322785,5.576117,18.994958,0,31.8411,28,30,92,0.3,0,2.7,0.5,2.1,true,23,false,11,21,false,0.3,1,2,1,3,true,true,0.384,2.125,0.03,0.09
2810,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,39,false,13,15,false,0.22,0,2.7,3,3,true,true,0.696,2.425,0.03,0.07
2761,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,39,false,12,21,false,0.32,1,2.7,3,3,true,true,0.696,1.35,0.05,0.09
2805,1243.25,743.25,9.175926,1.839973,1.495022,8.510952,0,47.4108,81,30,90,0.3,1,2.7,0.4,3.4,false,27,false,11,22,false,0.32,1,2.7,3,3,true,true,0.12,1.975,0.03,0.05
2888,1243.25,743.25,9.175926,1.839973,1.495022,8.510952,0,47.4108,81,30,90,0.3,1,2.7,0.4,3.4,false,27,false,5,19,false,0.32,1,2.7,3,3,true,true,0.12,0.35,0.02,0.09
2844,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,true,35,false,11,21,false,0.32,1,2.7,3,3,true,true,1.08,0.4,0.05,0.08
2685,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.5,false,37,false,11,21,false,0.32,0,2.7,3,3,true,true,1.08,2.125,0.02,0.09
2772,1121.05,621.05,15.52625,2.261656,1.675344,6.89984,0,47.5043,40,30,90,0.3,1,2.7,0.4,3.4,false,39,false,4,19,true,0.56,2,3.7,3,3,true,true,1.08,0.4,0.05,0.08
2793,1410.1,910.1,11.667949,2.232029,2.367894,12.106251,0,34.4384,78,30,90,0.3,1,2,0.4,3.4,true,35,false,17,21,false,0.32,1,2.7,3,3,true,true,0.312,0.475,0.03,0.06
2899,1364.55,864.55,11.227922,2.102391,2.184862,10.900746,0,36.5121,77,30,90,0.3,1,2.3,0.5,3.5,false,37,false,15,19,false,0.38,1,2.3,3,3,true,true,0.312,1.375,0.03,0.08
2867,1550.2,1050.2,27.636842,5.409826,4.425622,12.971986,0,45.3642,38,30,105,0.3,1,2.7,0.4,2.1,true,23,false,7,23,false,0.32,1,2.7,3,3,true,true,0.696,2.2,0.05,0.05
2688,1499.45,999.45,12.97987,1.99945,1.107792,2.06109,0,42.7502,77,15,97,0.5,0,3,0.8,3.4,false,23,true,7,21,true,0.2,2,3.7,0,3,true,true,0.192,1.975,0.03,0.05
2716,1440.9,940.9,19.602083,3.86554,4.240198,21.893293,0,42.4202,48,30,90,0.3,1,2,1,2.2,true,23,false,12,21,false,0.32,1,2.7,3,3,true,true,0.888,2.475,0.03,0.08
2745,1353.15,853.15,16.406731,3.157688,3.84475,19.826109,0,42.4202,52,30,90,0.3,1,2,1,2.2,true,23,false,12,21,false,0.32,1,2.7,3,3,true,true,0.12,1.025,0.03,0.09
2788,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,39,false,12,21,false,0.32,1,2.7,0,3,true,true,0.696,0.775,0.02,0.06
2812,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,27,false,9,22,false,0.32,1,2.7,3,3,true,true,0.696,1.825,0.02,0.1
2770,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,39,false,12,21,false,0.32,1,2.7,3,3,true,true,0.888,0.875,0.02,0.06
2803,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,2.1,true,39,false,12,21,false,0.32,1,2.7,3,3,true,true,0.696,2.3,0.05,0.06
2879,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,27,false,9,21,false,0.22,0,2,1,3,true,true,0.708,1.45,0.04,0.07
2750,1697.75,1197.75,42.776786,31.322785,5.576117,18.994958,0,31.8411,28,30,92,0.3,0,2.7,0.5,2.1,true,23,false,13,15,false,0.22,0,2,1,3,true,true,0.96,0.8,0.03,0.1
2759,1121.05,621.05,15.52625,2.261656,1.675344,6.89984,0,47.5043,40,30,90,0.3,1,2.7,0.4,3.4,true,35,false,5,18,true,0.34,1,2.7,3,3,true,true,0.696,1.35,0.05,0.09
2814,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,3.4,false,39,false,9,21,false,0.42,2,2.9,0,3,false,true,0.516,1.3,0.04,0.06
2842,1697.75,1197.75,42.776786,31.322785,5.576117,18.994958,0,31.8411,28,30,92,0.3,0,2.7,0.5,2.1,true,23,false,14,15,false,0.22,0,2,1,3,true,true,1.152,2.125,0.02,0.09
2722,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,2.1,false,27,false,8,23,false,0.32,1,2.7,3,3,true,true,0.696,2.3,0.05,0.06
2846,1322.95,822.95,10.828289,1.996488,1.926832,9.47821,0,40.3591,76,30,90,0.3,1,2.7,0.4,2.6,false,27,false,12,21,false,0.32,1,2.7,3,3,true,true,0.696,2.3,0.05,0.06
2865,1121.05,621.05,15.52625,2.261656,1.675344,6.89984,0,47.5043,40,30,90,0.3,1,2.7,0.4,3.4,true,35,false,5,18,true,0.34,1,2.7,3,3,true,true,0.312,1.4,0.05,0.08
2836,1499.45,999.45,12.97987,1.99945,1.107792,2.06109,0,42.7502,77,15,97,0.5,0,3,0.8,3.4,false,23,true,7,21,true,0.2,2,3.7,0,3,true,true,0.192,1.425,0.02,0.06
3081,2925.62,2425.62,16.962378,2.594439,2.34009,2.644014,0,26.1612,143,12,104,0.3,0,2.4,0.8,3.4,false,23,true,6,19,true,0.46,1,3.3,3,3,false,true,0.156,0.35,0.02,0.09
3042,1455.55,955.55,12.09557,1.915365,1.059133,1.988881,0,42.7968,79,15,97,0.5,0,3,0.8,3.4,false,23,true,7,21,true,0.2,2,3.7,0,3,true,true,0.768,0.775,0.02,0.06
3126,1550.2,1050.2,27.636842,5.409826,4.425622,12.971986,0,45.3642,38,30,105,0.3,1,2.7,0.4,2.1,true,23,false,7,23,false,0.32,1,2.7,3,3,true,true,0.696,0.775,0.02,0.06
2923,1526,1026,10.363636,1.813834,1.10483,2.838045,0,39.7879,99,15,97,0.5,0,3,0.8,3.4,false,23,true,6,21,false,0.32,1,3.7,0,3,true,true,0.384,1.4,0.05,0.08
3145,1194.55,694.55,17.808974,3.255765,3.447754,17.805223,0,38.5108,39,30,90,0.3,1,2,1,2.2,true,23,false,13,15,true,0.32,1,2.7,3,3,true,true,0.696,1.825,0.02,0.1
2922,1410.1,910.1,11.667949,2.232029,2.367894,12.106251,0,34.4384,78,30,90,0.3,1,2,0.4,2.7,false,37,false,17,21,false,0.32,1,2.7,3,3,true,true,0.312,0.475,0.03,0.06
2973,1240.85,740.85,25.546552,4.075342,3.548132,27.244518,0,27.0064,29,30,90,0.3,1,2.7,0.5,2.3,true,23,false,14,15,true,0.54,1,2.2,3,3,true,true,0.504,1.55,0.05,0.07
2915,1440.9,940.9,19.602083,3.86554,4.240198,21.893293,0,42.4202,48,30,90,0.3,1,2,1,2.2,true,23,false,7,22,false,0.32,1,2.7,3,3,true,true,0.696,0.825,0.02,0.08
3147,1415.9,915.9,12.051316,1.992308,1.063084,2.342299,0,39.255,76,15,97,0.5,0,2.1,0.3,2.8,true,39,true,7,21,true,0.2,2,3.7,0,3,true,true,0.768,0.85,0.05,0.05
3110,1697.75,1197.75,42.776786,31.322785,5.576117,18.994958,0,31.8411,28,30,92,0.3,0,2.7,0.5,2.1,true,23,false,11,15,false,0.22,0,2,1,3,true,true,0.768,2.15,0.05,0.08
3124,1440.9,940.9,19.602083,3.86554,4.240198,21.893293,0,42.4202,48,30,90,0.3,1,2,1,2.2,true,23,false,13,21,false,0.32,1,2.7,3,3,true,true,0.888,0.8,0.03,0.1
3290,978.05,478.05,43.459091,0,1.659896,2.417308,0,37.5955,11,6,105,0.4,0,2,0.9,3.4,false,23,true,14,15,true,0.54,1,2.2,3,3,true,true,0.12,1.025,0.03,0.09
3151,1220.5,720.5,51.464286,8.359551,4.219619,6.853155,0,33.2166,14,30,105,0.4,0,2,0.6,3.2,false,37,true,15,22,true,0.52,1,2.9,0,3,true,true,0.504,2.4,0.02,0.07
3176,1697.75,1197.75,42.776786,31.322785,5.576117,18.994958,0,31.8411,28,30,92,0.3,0,2.7,0.5,2.1,true,23,false,11,21,false,0.32,1,2.7,3,3,true,true,0.924,2.475,0.03,0.08
3308,1697.75,1197.75,42.776786,31.322785,5.576117,18.994958,0,31.8411,28,30,92,0.3,0,2.7,0.5,2.1,true,23,false,11,21,false,0.32,1,2.7,3,3,true,true,0.576,2.275,0.02,0.06
3296,1679.65,1179.65,39.321667,21.515652,5.491853,19.10032,0,31.8411,30,30,92,0.3,0,2.7,0.5,2.1,true,23,false,9,17,false,0.22,0,2,1,3,true,true,0.192,0.35,0.02,0.09
3222,2925.62,2425.62,16.962378,2.594439,2.34009,2.644014,0,26.1612,143,12,104,0.3,0,2.4,0.8,3.4,false,23,true,6,19,true,0.46,1,3.3,3,3,false,true,0.156,1.425,0.02,0.06
3429,2519.57,2019.57,12.701698,2.026804,1.697717,2.482567,0,44.8002,159,12,104,0.3,0,2.4,0.8,3.4,false,23,true,6,19,true,0.46,1,3.3,3,3,false,true,0.732,2.2,0.05,0.05
3554,2418.15,1918.15,23.392073,2.986279,2.217643,4.038843,0,33.5597,82,15,109,0.5,0,2.8,0.8,2.3,false,23,true,7,21,true,0.54,1,2.2,3,3,true,true,1.008,0.8,0.03,0.1
49,1285.97,785.97,1.634033,1.995541,2.108062,4.416699,0,34.727,481,6,106,0.4,1,2.7,0.5,3.7,true,25,false,9,15,true,0.48,1,2.5,0,4,true,true,0.564,0.575,0.05,0.06
126,1201.97,701.97,1.994233,1.766669,1.280313,3.82916,0,35.1243,352,10,96,0.3,0,2.5,0.7,2.8,true,23,false,13,15,false,0.48,0,3.8,1,4,false,false,0.756,2.5,0.04,0.1
0,863.95,363.95,5.054861,4.549,2.115005,10.878705,0,21.1864,72,10,97,0.4,1,2,0.3,3.5,true,33,true,17,20,false,0.4,0,2.8,1,4,false,true,0.984,0.3,0.04,0.07
75,858.32,358.32,2.267848,2.281774,1.499247,7.147942,0,26.3919,158,6,95,0.4,1,2.6,0.3,2.1,true,35,true,9,17,true,0.4,2,2.1,0,4,false,true,0.492,1.775,0.03,0.07
156,788.59,288.59,3.56284,2.332979,1.627051,3.535767,0,24.3814,81,30,103,0.3,1,2,0.4,4,false,37,false,15,15,false,0.26,1,2.2,2,4,false,false,0.96,1.25,0.04,0.05
596,1199.65,699.65,3.224194,2.39065,1.899881,5.429695,0,27.7181,217,6,105,0.4,0,2,1,2.2,true,25,true,7,19,true,0.56,0,3,1,4,false,true,0.888,0.8,0.03,0.1
692,1112.31,612.31,1.115319,1.881301,2.059223,5.17156,0,21.4079,549,5,101,0.4,1,2.4,0.2,4,true,33,false,18,21,false,0.42,1,2.2,2,4,true,false,0.96,1.45,0.05,0.1
465,1092.52,592.52,3.405287,3.152427,1.822914,7.177639,0,31.3573,174,6,106,0.4,1,2.3,0.5,2.6,true,25,true,15,19,false,0.38,1,2.3,1,4,true,false,0.72,2.3,0.05,0.06
336,1073.32,573.32,2.155338,2.598372,2.799141,7.61357,0,16.0248,266,5,95,0.4,0,2.3,0.7,2.3,true,33,true,5,20,true,0.34,1,2,1,4,false,true,0.336,2.125,0.03,0.09
520,730.09,230.09,1.6435,1.868953,2.0785,7.141635,0,13.8724,140,12,95,0.3,1,2.2,0.5,2.7,true,27,true,7,23,false,0.5,0,3.5,2,4,false,true,1.056,1.275,0.02,0.09
640,822.28,322.28,6.319216,2.998512,2.187322,6.862609,0,27.5469,51,30,94,0.3,1,2.5,0.8,2.8,true,39,false,8,21,true,0.26,0,3.8,1,4,true,false,0.492,0.3,0.05,0.08
609,749.18,249.18,0.41879,1.369923,1.836392,5.098693,0,17.0774,595,2,96,0.4,0,2.1,0.9,3.9,false,39,true,3,20,false,0.44,1,2.6,2,4,false,true,0.696,1.825,0.02,0.1
674,799.81,299.81,0.380953,1.374103,1.919767,4.974305,0,17.2722,787,2,103,0.4,0,2.8,0.6,2.7,false,37,false,9,22,false,0.38,2,3.1,3,4,true,true,0.84,1.55,0.05,0.09
734,724.39,224.39,1.649926,1.842906,1.165905,5.744888,0,21.7855,136,12,91,0.4,0,2.7,0.4,3.8,true,35,true,4,17,false,0.44,0,2.6,0,4,false,false,0.48,0.6,0.05,0.08
732,1123.35,623.35,1.189599,1.763825,1.671897,3.800762,0,34.5513,524,6,106,0.4,1,2.3,0.5,2.1,true,23,false,15,19,false,0.38,1,2.3,1,4,true,false,0.72,2.3,0.05,0.06
723,1202.73,702.73,1.779063,1.809494,1.815324,3.692414,0,26.0759,395,6,105,0.4,0,2,0.9,2.7,true,23,false,8,19,true,0.56,0,3,1,4,false,true,0.888,0.8,0.03,0.1
893,1257.61,757.61,1.345666,1.900737,1.741552,4.784912,0,25.9075,563,5,102,0.3,1,2.9,0.4,2.4,true,23,false,16,22,true,0.52,1,2,1,4,false,true,0.504,2.4,0.02,0.07
924,1135.84,635.84,1.168824,1.720425,1.562222,3.752352,0,28.7491,544,6,106,0.4,1,2.6,0.6,3.5,false,33,false,16,19,false,0.38,1,2.3,1,4,true,false,0.72,2.3,0.05,0.06
852,822.28,322.28,6.319216,2.998512,2.187322,6.862609,0,27.5469,51,30,94,0.3,1,2.5,0.8,2.8,true,39,false,4,21,true,0.26,0,3.8,1,4,true,false,0.492,0.45,0.05,0.09
821,764.17,264.17,1.928248,1.958283,1.640298,5.303662,0,32.21,137,5,95,0.4,0,2.3,0.7,2.3,true,33,true,12,17,true,0.32,1,2,1,4,false,true,0.336,1.65,0.04,0.05
917,1092.52,592.52,3.405287,3.152427,1.822914,7.177639,0,31.3573,174,6,106,0.4,1,2.3,0.5,2.6,true,25,true,15,19,false,0.38,1,2.3,1,4,true,false,0.528,2.275,0.02,0.06
833,1092.52,592.52,3.405287,3.152427,1.822914,7.177639,0,31.3573,174,6,106,0.4,1,2.3,0.5,2.6,true,25,true,15,19,false,0.38,1,2.3,1,4,true,false,0.528,1.9,0.05,0.05
967,1051.39,551.39,1.901345,2.398544,2.873319,7.815724,0,15.4349,290,5,95,0.4,0,2,0.3,2.8,true,37,true,5,20,true,0.34,1,2,1,4,false,true,0.336,2.125,0.03,0.09
1052,799.81,299.81,0.380953,1.374103,1.919767,4.974305,0,17.2722,787,2,103,0.4,0,2.8,0.6,2.7,false,23,false,10,22,false,0.38,2,3.1,3,4,true,true,0.84,1.55,0.05,0.09
1100,757.31,257.31,0.633768,1.526843,1.966751,6.373452,0,16.6597,406,2,96,0.4,0,2.1,0.9,3.9,false,39,true,10,21,true,0.2,2,3.7,3,4,false,true,1.08,2.125,0.02,0.09
1065,822.28,322.28,6.319216,2.998512,2.187322,6.862609,0,27.5469,51,30,94,0.3,1,2.5,0.8,2.8,true,37,false,7,21,true,0.26,0,3.8,1,4,true,false,0.492,0.3,0.05,0.08
1218,681.9,181.9,1.3375,2.045042,1.540742,5.512022,0,15.1157,136,3,93,0.4,0,2.8,0.6,2.4,true,23,true,15,22,true,0.52,1,2,1,4,true,true,0.336,2.3,0.05,0.06
1134,1112.31,612.31,1.115319,1.881301,2.059223,5.17156,0,21.4079,549,5,101,0.4,1,2.4,0.2,4,true,33,false,18,21,false,0.42,1,2.2,2,4,true,false,0.768,0.825,0.02,0.08
1183,1266.78,766.78,2.033899,1.986136,2.110713,4.11681,0,30.3581,377,6,105,0.4,0,2,0.9,2.7,true,23,false,4,19,true,0.56,0,3,1,4,false,true,1.08,0.4,0.05,0.08
1128,1251.53,751.53,1.851059,1.864076,1.968335,4.027654,0,24.9867,406,6,105,0.4,0,2,0.9,2.7,true,23,false,8,19,true,0.56,0,3,1,4,false,true,0.696,1.15,0.02,0.1
1175,799.81,299.81,0.380953,1.374103,1.919767,4.974305,0,17.2722,787,2,103,0.4,0,2.8,0.6,2.3,false,39,false,10,22,false,0.38,2,3.1,3,4,true,true,0.84,1.55,0.05,0.09
1211,1092.52,592.52,3.405287,3.152427,1.822914,7.177639,0,31.3573,174,6,106,0.4,1,2.3,0.5,2.6,true,25,true,15,19,false,0.38,1,2.3,1,4,true,false,0.336,1.375,0.03,0.08
1012,940.36,440.36,2.75225,2.74753,1.919282,7.571292,0,26.0322,160,6,106,0.4,1,2.3,0.5,2.6,true,35,true,16,19,false,0.38,1,2.3,1,4,true,false,0.528,2.275,0.02,0.06
