Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,in_allow_single_entry,in_anchor_tf,in_swing_bars,in_fvg_min_atr_factor,in_sl_mode,in_sl_atr_factor_from_entry,in_sl_padding_atr_factor,in_trailing_stop_atr_factor
1309,66.45,1237.57,2.891519,3.048991,2.641897,3.411558,0,41.3871,428,true,6,116,0.4,1,2,0.9,1.5
1084,64.67,1177.65,2.670408,2.84192,2.513983,3.139588,0,42.2182,441,true,6,116,0.4,1,2.2,0.8,3.6
958,64.67,1177.54,2.670159,2.841748,2.513748,3.139415,0,42.2182,441,true,6,116,0.4,1,2.2,0.8,3.7
1668,64.66,1176.45,2.667687,2.840043,2.511421,3.141038,0,42.2182,441,true,6,116,0.4,1,2.2,0.8,1.7
1478,64.66,1175.92,2.666485,2.839214,2.510289,3.140001,0,42.2182,441,true,6,116,0.4,1,2.2,0.8,2
783,64.65,1175.69,2.665964,2.838854,2.509798,3.139588,0,42.2182,441,true,6,116,0.4,1,2.2,0.8,2.1
1507,64.65,1175.66,2.665896,2.838808,2.509734,3.139541,0,42.2182,441,true,6,116,0.4,1,2.2,0.8,2.2
594,64.65,1175.06,2.664535,2.837869,2.508454,3.137782,0,42.2182,441,true,6,116,0.4,1,2.2,0.8,2.9
1332,65.28,1157.43,2.642534,2.726657,2.470818,2.967527,0,42.5224,438,true,6,116,0.4,1,3.4,0.8,1.6
1299,63.97,1108.88,2.531689,2.648108,2.367176,2.973671,0,42.2639,438,true,6,116,0.4,1,3.4,0.7,2.4
3212,71.46,1099.09,2.309013,2.888536,3.025462,4.34448,0,32.3831,476,true,5,110,0.3,1,2.6,0.9,2.1
3181,71.78,1096.07,2.302668,2.854477,3.017149,4.272149,0,32.4647,476,true,5,110,0.3,1,2.8,0.9,2
3400,71.09,1087.36,2.228197,2.826698,2.993173,4.260318,0,32.645,488,true,5,110,0.3,1,2.8,0.7,2.3
2014,67.73,1084.33,2.151448,2.821301,2.984833,4.507343,0,32.1336,504,true,5,110,0.3,1,2,0.9,2.6
3167,68.85,1080.68,2.165691,2.858339,2.974785,4.527302,0,32.2222,499,true,5,110,0.3,1,2.8,0.2,1.7
2749,72.89,1077.47,2.297377,2.799623,2.965949,4.094671,0,32.6356,469,true,5,110,0.3,1,3.2,0.9,3.6
2508,66.01,1073.58,2.052734,2.783622,2.955241,4.529192,0,32.0486,523,true,5,110,0.3,1,1.8,0.9,3.3
2509,66.01,1071.8,2.049331,2.780665,2.950341,4.524095,0,32.0486,523,true,5,110,0.3,1,1.8,0.9,3.6
2885,69.06,1070.53,2.153984,2.763873,2.946845,4.283507,0,32.5625,497,true,5,110,0.3,1,2.6,0.7,1.7
1681,62.02,1068.8,2.412641,2.731271,2.281616,3.392624,0,40.88,443,true,6,116,0.4,1,2.2,0.3,3.5
2797,70.41,1068.47,2.162895,2.789103,2.941175,4.33446,0,32.5019,494,true,5,110,0.3,1,3,0.4,2.6
1498,61.99,1067.07,2.408736,2.728468,2.277922,3.392886,0,40.88,443,true,6,116,0.4,1,2.2,0.3,1.9
1227,61.98,1066.47,2.407381,2.727497,2.276642,3.39088,0,40.88,443,true,6,116,0.4,1,2.2,0.3,2.6
2726,70.2,1058.27,2.146592,2.739631,2.913097,4.25393,0,32.587,493,true,5,110,0.3,1,3.2,0.4,1.5
1985,77.32,1057.57,3.572872,2.675146,2.514193,4.392502,0,34.2555,296,true,10,96,0.3,0,2.8,1,3.7
3488,67.18,1048.46,2.055804,2.762503,2.886093,4.507657,0,32.1418,510,true,5,110,0.3,1,2.6,0.2,3.7
1651,61.46,1043.39,2.355282,2.625877,2.227372,3.209251,0,41.3645,443,true,6,116,0.4,1,2,0.5,4
1641,61.34,1037.66,2.342348,2.602638,2.21514,3.19882,0,41.309,443,true,6,116,0.4,1,2.6,0.4,4
2610,64.71,1029.98,1.872691,2.632427,2.835224,4.606703,0,32.1313,550,true,5,110,0.3,1,1.8,0.6,2.4
1834,75.68,1029.54,3.289265,2.526783,2.447556,4.251536,0,34.539,313,true,10,94,0.3,0,2.8,0.9,2.6
1676,75.91,1028.33,3.285399,2.507219,2.44468,4.22181,0,34.6345,313,true,10,94,0.3,0,2.8,1,3.7
1898,75.9,1027.59,3.283035,2.506134,2.44292,4.219891,0,34.6345,313,true,10,94,0.3,0,2.8,1,3.8
2706,64.69,1027.21,1.867655,2.628037,2.827599,4.598859,0,32.1313,550,true,5,110,0.3,1,1.8,0.6,2.8
1621,74.74,1024.84,2.100082,2.618714,3.350026,3.887423,0,29.9552,488,true,5,104,0.3,1,4,0.7,2
1872,75.62,1024.73,3.273898,2.519649,2.436121,4.23901,0,34.539,313,true,10,94,0.3,0,2.8,0.9,3.3
1258,74.74,1023.28,2.096885,2.61625,3.344927,3.882872,0,29.9552,488,true,5,104,0.3,1,4,0.7,3.1
704,75.55,1019.72,3.257891,2.51222,2.424211,4.227537,0,34.539,313,true,10,94,0.3,0,2.8,0.9,1.7
870,64.78,1010.47,1.675738,2.635673,3.303053,5.171107,0,29.1725,603,true,5,104,0.3,1,1,1,1.7
1316,64.77,1009.49,1.674113,2.634087,3.29985,5.16764,0,29.1725,603,true,5,104,0.3,1,1,1,2.2
1679,64.77,1007.27,1.670431,2.630494,3.292593,5.159949,0,29.1725,603,true,5,104,0.3,1,1,1,3.3
1517,64.77,1006.15,1.668574,2.628681,3.288932,5.154179,0,29.1725,603,true,5,104,0.3,1,1,1,3.8
1320,57.36,1005.47,1.998946,2.151174,2.062249,2.43174,0,43.612,503,true,6,118,0.4,1,2.2,0.8,2.1
4156,65.92,978.31,1.821806,2.570245,2.842602,4.399797,0,32.2232,537,true,5,108,0.3,1,2.6,0.3,3.6
1595,72.99,963.91,3.079585,2.428989,2.291532,4.161303,0,34.3568,313,true,10,94,0.3,0,3,0.7,2.9
1700,79.16,948.73,3.593674,3.288412,2.756654,5.02709,0,33.2773,264,true,10,92,0.4,0,2,0.3,4
2585,65.09,946.59,1.646243,2.418878,3.09424,4.363313,0,31.3565,575,true,5,104,0.3,1,1.8,0.9,3.6
688,79.24,946.38,3.755476,3.228402,2.749826,4.666553,0,33.3495,252,true,10,92,0.4,0,2,0.8,2.3
2159,79.17,946.34,3.815887,3.163557,2.749709,4.578565,0,33.5759,248,true,10,94,0.4,0,1.6,1,3.8
1925,79.11,939.91,3.78996,3.163448,2.731026,4.575447,0,33.5203,248,true,10,94,0.4,0,1.6,0.9,2.9
1775,79.11,939.91,3.78996,3.163448,2.731026,4.575447,0,33.5203,248,true,10,94,0.4,0,1.6,0.9,2.8
151,79.11,939.91,3.78996,3.163448,2.731026,4.575447,0,33.5203,248,true,10,94,0.4,0,3.4,0.9,2.8
2115,79.1,939.07,3.786573,3.161515,2.728586,4.572767,0,33.5203,248,true,10,94,0.4,0,1.8,0.9,3
2072,79.18,938.26,3.723254,3.209282,2.726232,4.639632,0,33.3495,252,true,10,92,0.4,0,2,0.8,3.6
1374,79.16,936.56,3.716508,3.205279,2.721292,4.634169,0,33.3495,252,true,10,92,0.4,0,2,0.8,3.8
1896,79.08,936.55,3.776411,3.155714,2.721263,4.564699,0,33.5203,248,true,10,94,0.4,0,1.6,0.9,3.6
2048,79.07,935.15,3.770766,3.152492,2.717195,4.560199,0,33.5203,248,true,10,94,0.4,0,3.4,0.9,3.8
1931,74.47,925.11,3.376314,2.582521,2.199292,3.515093,0,37.8307,274,true,10,90,0.3,0,1,0.8,3.3
1627,74.36,920.7,3.360219,2.574977,2.188808,3.505607,0,37.8307,274,true,10,90,0.3,0,1,0.8,1.7
1323,79.41,917.94,4.008472,3.359561,2.824083,4.721281,0,32.2416,229,true,10,86,0.4,0,2.8,1,2.1
1608,79.41,917.53,4.006681,3.358507,2.822822,4.71991,0,32.2416,229,true,10,86,0.4,0,1.2,1,2.2
490,79.41,917.31,4.005721,3.357942,2.822145,4.719173,0,32.2416,229,true,10,86,0.4,0,2.8,1,2.3
1259,79.4,915.8,3.999127,3.35406,2.817499,4.713088,0,32.2416,229,true,10,86,0.4,0,2.8,1,2.9
1955,79.39,913.8,3.990393,3.348919,2.811346,4.70638,0,32.2416,229,true,10,86,0.4,0,2.8,1,3.5
1348,55.16,912.85,1.807624,2.093312,1.872282,2.695299,0,42.217,505,true,6,118,0.4,1,2.2,0.3,2.6
1669,79.38,912.4,3.984279,3.34532,2.807039,4.701669,0,32.2416,229,true,10,86,0.4,0,2.8,1,3.8
1147,79.37,911.73,3.981354,3.343598,2.804978,4.703193,0,32.2416,229,true,10,86,0.4,0,2.8,1,1.5
1038,64.27,911.19,1.462584,2.428399,2.978524,5.130116,0,29.0244,623,true,5,104,0.3,1,1,0.5,3
2773,64.14,909.06,1.589266,2.388344,2.796763,4.424928,0,31.6578,572,true,5,106,0.3,1,1.8,0.5,2.9
2127,79.32,906.08,3.956681,3.342805,2.787595,4.706861,0,32.1558,229,true,10,86,0.4,0,1.2,0.9,2.1
1708,79.28,899.94,3.929869,3.32693,2.768705,4.684959,0,32.1558,229,true,10,86,0.4,0,1.2,0.9,4
1760,78.13,894.8,3.389394,2.988533,2.599954,4.827835,0,33.1019,264,true,10,94,0.4,1,2.8,0.7,2
2128,55.28,893.27,1.808239,2.02826,1.677565,3.101592,0,28.3168,494,true,5,120,0.3,1,4,0.7,3.1
812,72.87,892.21,3.256241,2.514454,2.121077,3.474901,0,37.7205,274,true,10,90,0.3,0,2,0.7,2.1
2165,55.21,891.44,1.804534,2.026153,1.674129,3.093824,0,28.3444,494,true,5,120,0.3,1,4,0.7,3.5
1549,64.74,890.61,2.658537,2.300426,2.117274,4.063842,0,34.8183,335,true,10,94,0.3,0,2.8,0.2,2.3
1712,72.79,889.57,3.246606,2.509972,2.114801,3.467967,0,37.7205,274,true,10,90,0.3,0,4,0.7,2.6
782,78.44,887.3,3.507115,2.976962,2.578161,4.538526,0,33.4136,253,true,10,94,0.4,0,3.4,0.7,2.2
1913,77.06,884.04,3.26214,2.993506,2.568689,5.036226,0,33.1727,271,true,10,94,0.4,1,2.6,0.4,4
1772,64.59,881.12,1.532383,2.281089,2.88023,4.2463,0,31.5173,575,true,5,104,0.3,1,2,0.6,2.9
1782,64.43,879.46,2.625254,2.284146,2.090766,4.031995,0,34.8183,335,true,10,94,0.3,0,2.8,0.2,1.6
1594,78.34,879.14,3.474862,2.958781,2.554451,4.512935,0,33.4136,253,true,10,94,0.4,0,3.4,0.7,1.5
2630,64.15,875.81,1.489473,2.274054,2.862873,4.291728,0,31.3977,588,true,5,104,0.3,1,1.8,0.6,2.1
2352,64.15,875.19,1.488418,2.273152,2.860846,4.289621,0,31.3977,588,true,5,104,0.3,1,1.8,0.6,2.4
398,65.95,873.95,2.75694,2.339715,2.077667,3.487995,0,37.887,317,true,10,92,0.3,1,2.2,0.9,2.7
1826,79.01,872.7,3.810917,3.231342,2.6849,4.632651,0,32.0771,229,true,10,86,0.4,0,2.8,0.8,2.5
1879,79,871.3,3.804803,3.227762,2.680593,4.627686,0,32.0771,229,true,10,86,0.4,0,1.4,0.8,2.8
2089,78.99,869.7,3.797817,3.223671,2.675671,4.62208,0,32.0771,229,true,10,86,0.4,0,1.4,0.8,3.3
1858,78.98,868.9,3.794323,3.221626,2.673209,4.61927,0,32.0771,229,true,10,86,0.4,0,1.4,0.8,3.6
1926,78.68,868.01,3.662489,3.274898,2.670471,5.027121,0,31.8739,237,true,10,86,0.4,0,1.4,0.3,2.9
1698,78.96,867.08,3.786376,3.216972,2.66761,4.61522,0,32.0771,229,true,10,86,0.4,0,1.2,0.8,1.7
2019,79.39,865.42,3.779127,3.338341,2.82891,5.032245,0,30.379,229,true,10,84,0.4,0,3.6,0.3,2.4
1532,65.67,864.95,2.728549,2.325919,2.056271,3.46452,0,37.887,317,true,10,92,0.3,1,2.2,0.9,3.8
1953,78.57,864.13,3.646118,3.306315,2.658534,5.065415,0,31.771,237,true,10,86,0.4,0,2.8,0.2,3.3
933,44.4,859.44,0.390832,1.469475,1.845321,4.507272,0,41.8135,2199,true,1,116,0.9,0,2,0.7,2.7
1751,78.57,856.83,3.615316,3.190597,2.636076,4.956372,0,31.9717,237,true,10,86,0.4,0,2.8,0.4,3.3
1930,78.55,855.03,3.607722,3.185995,2.630538,4.949447,0,31.9717,237,true,10,86,0.4,0,3,0.4,3.8
2063,79.3,854.16,3.729956,3.249506,2.792103,4.95518,0,30.4871,229,true,10,84,0.4,0,3.6,0.4,3.1
2107,78.49,850.29,3.587722,3.118205,2.615955,4.903638,0,32.0669,237,true,10,86,0.4,0,1.4,0.5,2.1
1996,78.49,850.29,3.587722,3.118205,2.615955,4.903638,0,32.0669,237,true,10,86,0.4,0,1.6,0.5,2.1
1369,78.66,847.13,3.683174,3.130234,2.606233,4.664248,0,31.9896,230,true,10,86,0.4,0,3.8,0.7,2
2071,78.65,846.29,3.679522,3.128121,2.603649,4.660947,0,31.9896,230,true,10,86,0.4,0,3.8,0.7,2.3
1591,78.64,845.78,3.677304,3.126839,2.60208,4.658075,0,31.9896,230,true,10,86,0.4,0,3.8,0.7,2.6
1117,78.64,845.38,3.675565,3.125833,2.600849,4.656608,0,31.9896,230,true,10,86,0.4,0,2.2,0.7,2.7
587,63.62,842.43,2.52982,2.147365,2.002734,3.832442,0,35.1897,333,true,10,94,0.3,0,1.6,0.5,3
1184,78.59,841.58,3.659043,3.116277,2.589158,4.645009,0,31.9896,230,true,10,86,0.4,0,2.2,0.7,1.8
1392,78.59,840.78,3.655565,3.114266,2.586697,4.639633,0,31.9896,230,true,10,86,0.4,0,2.2,0.7,4
1426,64.58,831.89,1.549143,2.188788,2.719306,3.805231,0,31.9382,537,true,5,104,0.3,1,3.4,0.3,2.5
1308,52.48,813.91,0.474307,1.570065,2.14469,5.467138,0,33.239,1716,true,1,110,1,0,2.2,0.9,2.1
497,41.24,806.64,0.362209,1.43204,1.740286,4.369471,0,41.638,2227,true,1,116,0.9,0,3,0.6,3.2
480,52.02,802.88,0.467879,1.562339,2.128921,5.414035,0,33.0315,1716,true,1,110,1,0,2.2,0.9,3.7
1424,63.4,794.2,2.701361,2.269765,1.888075,3.228803,0,38.487,294,true,10,90,0.3,0,2.8,0.3,2.3
1939,63.23,789.58,2.685646,2.262379,1.877092,3.216032,0,38.487,294,true,10,90,0.3,0,1,0.3,3.1
1271,69.37,789.02,2.758811,2.445224,1.938529,4.416934,0,26.6965,286,true,10,94,0.4,1,2.2,0.8,2.3
1756,63.12,786.94,2.676667,2.258158,1.870816,3.208928,0,38.487,294,true,10,90,0.3,0,1,0.3,3.6
774,69.24,786.22,2.749021,2.440095,1.93165,4.405525,0,26.7456,286,true,10,94,0.4,1,2.2,0.8,2.9
305,63.06,785.29,2.671054,2.25552,1.866893,3.204476,0,38.487,294,true,10,90,0.3,0,2.8,0.3,3.9
1849,69.19,785.1,2.745105,2.438044,1.928898,4.401183,0,26.7653,286,true,10,94,0.4,1,2.2,0.8,3.1
1644,69.05,782.02,2.734336,2.432402,1.921331,4.389199,0,26.8196,286,true,10,94,0.4,1,2.2,0.8,3.7
1713,69.03,781.46,2.732378,2.431376,1.919955,4.387013,0,26.8295,286,true,10,94,0.4,1,2.2,0.8,3.9
1200,52.94,778.42,2.075787,1.932407,1.63119,3.833928,0,27.2829,375,true,10,96,0.3,1,1,1,2.8
1490,57.92,777.24,1.72337,2.128561,1.818616,3.927654,0,25.2173,451,true,5,120,0.4,1,3.4,0.3,2
1146,67.84,776.7,1.446369,2.163404,3.385199,4.419755,0,23.7892,537,true,5,96,0.3,1,1.8,1,3.8
1021,52.56,769.99,2.053307,1.922309,1.613524,3.807045,0,27.415,375,true,10,96,0.3,1,1,1,1.7
1181,52.5,769.96,2.053227,1.93298,1.607533,3.82936,0,27.3865,375,true,10,96,0.3,1,1,0.9,3.5
1131,49.68,769.12,1.556923,1.907088,1.504303,2.852814,0,29.2677,494,true,5,116,0.3,1,3.4,0.3,3.7
2911,63.78,759.35,1.432736,2.114086,2.647664,3.644238,0,30.8102,530,true,5,102,0.3,1,2.8,0.4,2.1
1220,48.15,754.84,1.585798,1.864908,1.423421,2.765358,0,30.2508,476,true,5,116,0.3,1,3.4,0.8,3.8
1328,66.71,748.71,1.826122,2.146008,1.722202,3.941751,0,25.9751,410,true,5,118,0.4,0,1,0.7,3.8
1626,68.13,746.36,1.318657,2.15747,3.252964,4.821676,0,23.2462,566,true,5,96,0.3,1,1.8,0.2,2.9
1257,56.94,740.92,1.646489,1.935623,1.663083,2.97854,0,30.1415,450,true,6,118,0.4,0,1.4,0.8,3.6
2729,62.93,740.54,1.259422,2.045828,2.582078,3.827091,0,30.5048,588,true,5,102,0.3,1,1.8,0.6,2.1
1386,56.81,738.1,1.640222,1.932062,1.656753,2.969893,0,30.1992,450,true,6,118,0.4,0,1,0.8,3.7
326,56.81,737.09,1.637978,1.930787,1.654486,3.013041,0,30.2198,450,true,6,118,0.4,0,1,0.8,1.7
1735,65,726.32,1.662059,2.057419,1.595782,3.697384,0,27.2087,437,true,5,120,0.4,0,2,0.8,2.3
1580,56.17,723.37,1.607489,1.913461,1.62369,2.971302,0,30.5037,450,true,6,118,0.4,0,1,0.8,2
1256,53.16,722.41,0.392188,1.499744,2.030268,5.459508,0,22.7769,1842,true,1,110,1,0,1,0.3,2.6
1395,52.44,720.47,0.391135,1.498402,2.004312,5.452243,0,23.0004,1842,true,1,110,1,0,1,0.3,1.9
1522,64.62,720.45,1.652408,2.034951,1.571422,3.625903,0,27.449,436,true,5,120,0.4,0,2.6,0.9,2.2
1319,54.19,717.61,2.116844,2.06393,1.705996,3.194784,0,38.2487,339,true,10,92,0.3,1,2.2,0.2,3.2
1152,54.06,714.56,2.107847,2.059408,1.698745,3.187458,0,38.2487,339,true,10,92,0.3,1,2.2,0.2,1.6
1742,55.11,711.88,2.326405,2.085514,1.692374,3.103062,0,38.6867,306,true,10,90,0.3,1,3,0.4,3.8
738,67.49,707.19,1.260588,2.03797,3.082244,4.503261,0,23.5231,561,true,5,96,0.3,1,1.8,0.5,2.2
1305,67.49,707.15,1.260517,2.037912,3.082069,4.501924,0,23.5231,561,true,5,96,0.3,1,1.8,0.5,3.8
1543,55.13,701.35,1.558556,1.885655,1.574263,2.902204,0,30.9707,450,true,6,118,0.4,0,1.4,0.8,2.5
2179,63.71,698.55,1.602179,2.003491,1.523655,3.532209,0,27.8137,436,true,5,120,0.4,0,1.6,0.9,2.8
555,53.9,690.19,1.533756,1.870167,1.56021,2.871613,0,31.0769,450,true,6,118,0.4,0,1,0.7,3.8
1509,42.86,689.77,0.371443,1.445815,1.806768,4.609616,0,34.165,1857,true,1,116,1,0,1.2,0.5,2.6
1611,53.11,672.87,1.495267,1.84833,1.521057,2.861751,0,31.4597,450,true,6,118,0.4,0,2,0.7,2.1
2034,81.37,670.83,2.783527,2.708642,2.49305,5.370081,0,20.5963,241,true,10,80,0.4,1,2.6,0.4,2.8
705,64.56,668.98,1.527352,1.960598,1.643686,3.690367,0,25.9807,438,true,5,114,0.4,0,2,0.8,2.3
1577,81.26,668.45,2.773651,2.70258,2.484205,5.356315,0,20.6339,241,true,10,80,0.4,1,2.6,0.4,3.8
988,34.09,662.71,0.267006,1.3617,1.417198,4.282418,0,41.0362,2482,true,1,116,0.9,1,3.6,0.3,1.6
1499,52.44,659.21,1.464911,1.831108,1.490178,2.817375,0,31.7683,450,true,6,118,0.4,0,1,0.7,2.4
1150,52.25,655.44,1.456533,1.826355,1.481656,2.804347,0,31.8545,450,true,6,118,0.4,0,1,0.7,2.5
2042,80.43,650.47,2.779786,2.612189,2.345896,4.863678,0,21.4154,234,true,10,80,0.4,1,2.6,0.7,3.8
2005,72.12,644.99,1.279742,1.907363,2.694757,3.565763,0,47.2519,504,true,5,100,0.3,0,3.2,0.7,3.9
1630,43.48,643.1,1.13823,1.689326,1.263756,2.788983,0,31.4253,565,true,5,116,0.3,1,1.8,0.6,2.4
1512,63.25,640.45,1.429576,1.923304,1.600485,3.661136,0,26.1464,448,true,5,114,0.4,0,2,0.6,2.9
946,51.35,639.95,1.415819,1.839103,1.496154,2.916705,0,31.5524,452,true,6,118,0.4,0,1.4,0.3,1.6
1984,73.03,638.28,1.905313,2.406492,1.794736,5.889757,0,24.1107,335,true,5,120,0.5,0,3.8,0.3,2.1
1314,68.35,636.38,0.451974,1.493762,2.951396,5.374145,0,17.2876,1408,true,2,116,0.6,1,2,0.5,3
2556,72.86,635.69,1.897582,2.400784,1.787454,5.869065,0,24.1531,335,true,5,120,0.5,0,3.6,0.3,2.2
1495,71.96,633.16,1.25627,1.890721,2.671448,3.586382,0,46.79,504,true,5,100,0.3,0,3.2,0.7,2.3
1130,68.15,632.51,0.449226,1.490759,2.932496,5.342043,0,17.3199,1408,true,2,116,0.6,1,2,0.5,3.8
145,51.64,631.06,1.380875,1.846719,1.487612,2.902902,0,31.5955,457,true,6,118,0.4,0,1.4,0.2,2.4
1600,70.84,628.89,1.941019,2.325514,1.705973,5.620067,0,24.9169,324,true,5,120,0.5,0,3.2,0.8,1.7
1486,59.32,625.27,0.398769,1.67675,2.351258,7.199012,0,25.8315,1568,true,1,90,1,1,2.8,0.4,3.8
1514,59.2,623.16,0.397423,1.674467,2.343323,7.181867,0,25.8315,1568,true,1,90,1,1,2.8,0.4,3.6
1207,59.2,623.15,0.397417,1.674456,2.343286,7.181784,0,25.8315,1568,true,1,90,1,1,2.8,0.4,3.7
1672,69.06,617.15,0.441452,1.673767,2.509454,7.459367,0,19.8465,1398,true,1,86,1,0,1.8,0.8,1.7
1371,58.67,616.09,0.392414,1.665547,2.309616,7.152503,0,25.9111,1570,true,1,90,1,1,2.8,0.4,2.5
996,58.6,615.21,0.391854,1.664596,2.305625,7.143586,0,25.9189,1570,true,1,90,1,1,2.8,0.4,2.8
993,65.53,614.9,0.441421,1.466919,2.723206,5.237049,0,18.1037,1393,true,2,116,0.6,1,2,0.7,2.4
1558,65.38,612.46,0.43967,1.465066,2.7118,5.218528,0,18.1318,1393,true,2,116,0.6,1,2,0.7,2.7
627,66.5,612.31,0.434879,1.478423,2.791602,5.273475,0,17.8817,1408,true,2,116,0.6,1,2,0.4,1.8
975,68.59,611.37,0.437631,1.667456,2.485951,7.403887,0,19.9395,1397,true,1,86,1,0,1.8,0.8,2.3
359,64.23,610.48,0.438248,1.463563,2.628886,5.213508,0,18.5974,1393,true,2,116,0.6,1,2,0.7,2.1
1237,68.51,610.39,0.436929,1.666386,2.481966,7.397602,0,19.9554,1397,true,1,86,1,0,1.8,0.8,2
1656,68.46,609.77,0.436485,1.66571,2.479445,7.3826,0,19.9654,1397,true,1,86,1,0,1.8,0.8,2.9
1412,68.27,607.45,0.434825,1.663177,2.470012,7.336442,0,20.0031,1397,true,1,86,1,0,1.8,0.8,3.7
1560,69.33,602.36,1.859136,2.269596,1.634006,5.410342,0,25.3718,324,true,5,120,0.5,0,3,0.8,2.8
1307,69.33,602.36,1.859136,2.269596,1.634006,5.410342,0,25.3718,324,true,5,120,0.5,0,3.2,0.8,2.8
1814,65.15,594.1,0.39686,1.712846,2.608218,8.323848,0,22.4644,1497,true,1,86,1,1,2.6,0.4,3.8
902,51.66,592.36,2.407967,2.120324,1.024915,3.563256,0,39.7054,246,true,10,96,0.4,0,2.4,0.2,2.9
1376,57.98,579.91,1.397373,1.853838,1.44764,3.510653,0,30.0883,415,true,6,108,0.4,0,3.4,0.2,1.7
1987,77.44,574.1,0.494914,1.629033,3.938126,6.970331,0,13.3919,1160,true,2,116,0.7,1,1,0.8,2.2
1657,58.51,569.68,0.386224,1.62629,2.290447,7.514,0,24.5523,1475,true,1,86,1,0,1.8,0.2,3.1
1559,57.68,568.92,0.404925,1.419582,2.330302,4.793523,0,20.2786,1405,true,2,116,0.6,1,1.6,1,1.7
1692,47.33,562.19,1.140345,1.652177,1.017612,2.57121,0,35.2033,493,true,5,120,0.3,0,3,0.7,2.9
1414,76.23,559.33,0.474411,1.605113,3.626832,6.822637,0,14.1174,1179,true,2,118,0.7,1,1,0.8,2.5
1790,58.36,557.01,0.388973,1.597214,2.300553,7.170375,0,23.9084,1432,true,1,86,1,0,1.8,0.5,2.8
1851,74.99,554.88,0.472641,1.585187,3.462158,6.680455,0,14.8444,1174,true,2,118,0.7,1,1,1,1.5
1306,56.4,552.41,1.2937,1.868515,1.861471,4.162361,0,26.0824,427,true,6,114,0.5,1,2.4,0.9,3.9
1224,62.17,550.2,0.36413,1.649104,2.421122,8.25313,0,22.8099,1511,true,1,84,1,1,3.2,0.3,2.4
1452,62.1,549.09,0.363395,1.647794,2.416238,8.23867,0,22.8099,1511,true,1,84,1,1,3.2,0.3,2.8
350,54.67,548.86,2.135642,2.246389,1.638779,4.39214,0,25.573,257,true,10,80,0.4,1,1.2,0.8,2.5
31,52.75,547.45,1.184957,1.803773,1.488485,3.524613,0,26.0497,462,true,5,110,0.4,0,3.4,0.2,1.6
1143,54.46,545.5,2.122568,2.238759,1.628747,4.371775,0,25.6388,257,true,10,80,0.4,1,1.2,0.8,3.8
2123,52.52,543.95,1.177381,1.798635,1.478969,3.506148,0,26.1144,462,true,5,110,0.4,0,2.2,0.2,1.7
1121,52.52,543.95,1.177381,1.798635,1.478969,3.506148,0,26.1144,462,true,5,110,0.4,0,3.4,0.2,1.7
888,58.6,540.1,0.352546,1.637836,2.234588,8.119459,0,24.2573,1532,true,1,84,1,1,2.8,0.4,2.8
1469,65.02,540.07,1.836973,2.198212,1.576202,5.271569,0,25.1446,294,true,5,118,0.5,0,2.8,0.4,2
1043,58.55,539.44,0.352115,1.637056,2.231858,8.09127,0,24.2573,1532,true,1,84,1,1,2.8,0.4,3.2
728,44.57,535.44,1.146552,1.684242,1.315836,3.59188,0,30.2255,467,true,6,118,0.5,1,2,0.9,2.2
2518,52.57,535.09,1.163239,1.774673,1.439614,3.378054,0,26.4838,460,true,5,110,0.4,0,3.6,0.3,3.6
971,44.49,534.09,1.143662,1.682517,1.312518,3.586596,0,30.2558,467,true,6,118,0.5,1,2,0.9,1.5
1155,36.26,533.96,0.154235,1.21257,1.622929,3.446056,0,24.8315,3462,true,1,118,0.6,1,2.6,0.9,3
894,36.21,533.33,0.154053,1.212319,1.620719,3.442335,0,24.8467,3462,true,1,118,0.6,1,2.6,0.9,3.1
646,36.27,532.57,0.153833,1.212019,1.622996,3.443666,0,24.8082,3462,true,1,118,0.6,1,2.6,0.9,1.5
1596,57.34,532.08,0.354012,1.607494,2.202774,7.767157,0,24.2549,1503,true,1,84,1,1,3.2,0.7,3.7
358,36.21,531.85,0.153625,1.211732,1.620456,3.438685,0,24.8257,3462,true,1,118,0.6,1,2.6,0.9,1.6
159,57.32,531.74,0.353786,1.607099,2.201366,7.767696,0,24.2549,1503,true,1,84,1,1,3.2,0.7,3.6
1612,57.84,529.28,0.352149,1.591143,2.24509,7.630908,0,23.6787,1503,true,1,84,1,1,3.4,0.8,2.5
519,44.17,528.85,1.132441,1.675821,1.299641,3.552626,0,30.3742,467,true,6,118,0.5,1,2,0.9,3.9
1553,57.67,527.14,0.350725,1.588753,2.236013,7.572513,0,23.6787,1503,true,1,84,1,1,3.4,0.8,3.8
2169,52.02,526.84,1.145304,1.762729,1.417418,3.33453,0,26.6404,460,true,5,110,0.4,0,2,0.3,4
1482,54.2,526.1,1.223488,1.84695,1.730478,4.239265,0,25.9762,430,true,6,114,0.5,1,2.6,0.4,2.1
1349,57.57,525.82,0.349847,1.587279,2.230414,7.599233,0,23.6787,1503,true,1,84,1,1,3.4,0.8,2.3
1573,64.14,524.97,1.785612,2.164711,1.532133,5.137265,0,25.4263,294,true,5,118,0.5,0,2.8,0.4,2.8
1137,51.09,522.5,1.130952,1.767141,1.420648,3.392282,0,26.5183,462,true,5,110,0.4,0,3.4,0.2,2.4
