Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,InpEntryMethod,InpTrendTimeframe,InpEntryTimeframe,InpFastEMA_Period,InpSlow1EMA_Period,InpSlow2EMA_Period,InpStopLossPoints,InpTakeProfit1_Points,InpTakeProfit2_Points,InpUseTrailingSL,InpTrailingStartPoints,InpTrailingStopPoints,InpRiskPercent,InpUseDailyFilter,InpUseAdxFilter,InpUseDiCrossover,InpAdxPeriod,InpAdxThreshold,InpUseSessionFilter,InpBreakoutLookbackBars,InpBreakoutOffsetPoints,InpUseLossLimit
1615,10030.12,30.12,0.6275,1.903148,1.61242,7.11331,0,0.1861,48,0,30,1,11,18,25,300,300,600,true,150,250,0.2,true,true,false,32,29,true,8,40,false
5558,10061.51,61.51,0.820133,1.902965,2.244891,8.715912,0,0.2716,75,2,16385,4,8,28,60,250,250,500,true,300,200,0.3,false,true,true,30,26,false,8,10,false
6781,10082.66,82.66,0.787238,1.902697,2.47189,7.905522,0,0.3306,105,2,16385,4,8,28,60,250,250,500,true,400,100,0.3,false,true,false,31,23,false,8,10,false
6738,10054.72,54.72,0.829091,1.902375,2.145041,9.988962,0,0.2534,66,2,16385,4,10,24,25,250,300,400,true,300,100,0.3,false,true,false,31,26,true,18,10,false
8935,10122.74,122.74,0.834966,1.901771,2.295493,8.33464,0,0.526,147,2,16385,4,8,30,60,250,250,500,true,300,200,0.3,false,true,false,31,20,false,8,10,true
8101,10122.74,122.74,0.834966,1.901771,2.295493,8.33464,0,0.526,147,2,16385,4,8,30,60,250,250,500,true,300,200,0.3,false,true,false,31,20,false,8,10,false
8750,10129.9,129.9,0.866,1.90177,2.364398,8.85079,0,0.5401,150,2,16385,4,8,30,60,250,250,500,true,350,100,0.3,false,true,false,31,20,false,17,30,false
8736,10129.9,129.9,0.866,1.90177,2.364398,8.85079,0,0.5401,150,2,16385,4,8,30,60,250,250,500,true,350,100,0.3,false,true,false,31,20,false,8,10,true
8670,10129.9,129.9,0.866,1.90177,2.364398,8.85079,0,0.5401,150,2,16385,4,8,30,60,250,250,500,true,350,100,0.3,false,true,false,31,20,false,8,20,false
8633,10129.9,129.9,0.866,1.90177,2.364398,8.85079,0,0.5401,150,2,16385,4,8,30,60,250,250,500,true,350,100,0.3,false,true,false,31,20,false,17,10,false
7778,10129.9,129.9,0.866,1.90177,2.364398,8.85079,0,0.5401,150,2,16385,4,8,30,60,250,250,500,true,350,100,0.3,false,true,false,31,20,false,17,20,false
7112,10129.9,129.9,0.866,1.90177,2.364398,8.85079,0,0.5401,150,2,16385,4,8,30,60,250,250,500,true,350,100,0.3,false,true,false,31,20,false,8,10,false
8647,10129.87,129.87,0.8658,1.901562,2.407675,8.849845,0,0.5302,150,2,16385,4,8,30,60,250,250,600,true,350,100,0.3,false,true,false,31,20,false,8,40,false
9241,10129.83,129.83,0.883197,1.900972,2.464971,9.811477,0,0.5177,147,2,16385,4,7,30,60,250,250,700,true,300,150,0.3,false,true,false,32,20,false,8,10,false
1235,10049.19,49.19,0.780794,1.900751,2.222775,13.575374,0,0.2201,63,2,30,4,6,24,40,300,250,1000,true,200,100,0.3,true,true,true,31,26,true,18,10,false
5046,10079.15,79.15,0.97716,1.900353,2.249858,6.767841,0,0.3498,81,2,16385,4,8,28,60,250,300,900,true,350,200,0.3,true,true,true,31,20,false,8,10,false
3507,10041.01,41.01,0.804118,1.899145,1.669788,11.36248,0,0.2449,51,2,16385,5,7,26,45,250,250,700,true,350,100,0.5,false,true,false,49,23,false,7,40,false
3733,10033.35,33.35,0.585088,1.89747,1.393066,6.904935,0,0.2388,57,2,30,4,6,18,55,250,450,500,true,100,250,0.5,true,true,false,31,26,true,17,10,false
6703,10102.36,102.36,1.033939,1.897186,3.068345,8.32712,0,0.3299,99,2,16385,4,8,28,45,250,500,700,true,350,100,0.5,true,true,false,31,20,false,8,10,false
5585,10092.31,92.31,0.831622,1.896736,2.650301,7.795973,0,0.3444,111,2,16385,4,8,28,60,250,300,400,true,250,150,0.5,true,true,false,31,20,false,8,10,false
8769,10061.08,61.08,0.848333,1.896653,2.080381,10.237717,0,0.2914,72,2,16385,4,8,30,60,250,250,500,true,350,100,0.1,false,true,false,30,26,true,18,10,false
8739,10129.26,129.26,0.861733,1.896207,2.352748,8.552918,0,0.5401,150,2,16385,4,8,30,60,250,250,500,true,400,100,0.1,false,true,false,30,20,false,8,10,false
5036,10081.48,81.48,0.776,1.89568,2.436603,8.425308,0,0.3307,105,2,16385,4,8,28,60,250,250,500,true,300,100,0.3,false,true,false,31,23,false,8,10,false
8620,10129.14,129.14,0.860933,1.895375,2.388385,8.711289,0,0.5315,150,2,16385,4,8,30,60,250,250,700,true,400,100,0.3,false,true,false,31,20,false,8,40,false
8346,10129.14,129.14,0.860933,1.895375,2.388385,8.711289,0,0.5315,150,2,16385,4,8,30,60,250,250,700,true,400,100,0.3,false,true,false,31,20,false,8,10,false
4707,10088.61,88.61,0.798288,1.895051,2.038417,9.138401,0,0.4294,111,2,16385,4,8,28,60,250,300,400,true,250,150,0.3,true,true,false,32,20,false,8,10,false
1617,10013.93,13.93,0.273137,1.892377,0.617465,3.96157,0,0.2253,51,0,16385,5,12,28,60,250,150,700,false,450,100,0.4,true,true,true,64,20,false,7,40,true
2996,10036.06,36.06,0.707059,1.892353,1.498753,12.920311,0,0.2399,51,1,16385,1,11,26,50,250,300,500,true,100,250,0.5,true,true,false,31,20,false,13,50,true
8951,10121.8,121.8,0.845833,1.89185,2.353623,9.348646,0,0.5094,144,2,16385,4,9,30,60,250,250,800,true,300,150,0.3,false,true,false,31,20,false,17,20,false
7231,10102.19,102.19,0.830813,1.89171,2.838611,8.549215,0,0.3554,123,2,16385,4,5,28,60,250,250,900,true,350,100,0.5,true,true,false,31,20,false,8,10,false
7909,10020.22,20.22,0.518462,1.891534,0.786159,16.493847,0,0.256,39,1,16385,1,11,24,55,250,300,500,true,150,150,0.3,false,true,false,31,29,true,19,40,true
8100,10060.91,60.91,0.882754,1.891409,1.542806,10.369318,0,0.3915,69,2,16385,4,8,30,60,250,250,500,true,400,100,0.3,false,true,false,31,26,true,17,20,false
9110,10128.41,128.41,0.856067,1.891241,2.389913,8.663888,0,0.5283,150,2,16385,4,7,30,60,250,250,700,true,350,100,0.3,false,true,false,31,20,false,17,20,false
2876,10032.52,32.52,0.774286,1.890715,0.946725,10.341271,0,0.3412,42,2,30,4,12,24,40,300,500,400,true,200,100,0.3,false,true,false,47,26,false,20,10,true
5234,10054.62,54.62,0.728267,1.889577,2.282491,8.765505,0,0.2379,75,1,16385,1,11,24,55,200,250,500,true,400,150,0.3,true,true,true,31,26,true,18,10,false
5658,10080.83,80.83,0.690855,1.888047,1.836628,7.478094,0,0.4349,117,2,16385,4,8,28,60,250,300,900,true,200,200,0.5,true,true,false,31,20,false,8,10,false
7084,10087.87,87.87,0.623191,1.887307,2.294256,9.762599,0,0.3787,141,2,16385,4,8,28,60,250,300,900,true,150,100,0.5,true,true,false,31,20,false,8,10,false
3110,10047.43,47.43,0.832105,1.887205,2.125,9.33317,0,0.2223,57,0,30,1,11,24,25,250,350,800,true,300,150,0.2,true,true,false,32,29,true,8,40,false
6453,10028.59,28.59,0.733077,1.887062,0.769376,2.107261,0,0.3699,39,2,30,4,6,26,60,250,350,500,false,400,100,0.3,false,true,false,31,26,true,7,10,false
8112,10088.01,88.01,0.88899,1.88684,2.859324,8.8123,0,0.3044,99,2,16385,4,10,26,50,250,250,700,true,350,100,0.5,true,true,false,31,20,false,17,20,false
6141,10088.01,88.01,0.88899,1.88684,2.859324,8.8123,0,0.3044,99,2,16385,4,10,26,45,250,250,700,true,350,100,0.5,true,true,false,31,20,false,17,20,false
6089,10088.01,88.01,0.88899,1.88684,2.859324,8.8123,0,0.3044,99,2,16385,4,10,26,45,250,250,700,true,350,100,0.5,true,true,false,31,20,false,8,10,false
3372,10047.98,47.98,0.695362,1.886385,1.816736,7.593471,0,0.2623,69,2,30,3,13,24,40,200,200,700,true,350,300,0.3,false,true,true,30,26,true,18,10,false
3087,10047.98,47.98,0.695362,1.886385,1.816736,7.593471,0,0.2623,69,2,30,3,13,24,40,200,200,700,true,350,300,0.3,false,true,true,30,26,true,17,10,false
8929,10121.02,121.02,0.840417,1.886139,2.338551,9.345169,0,0.5095,144,2,16385,4,9,30,60,250,250,500,true,300,150,0.3,false,true,false,31,20,false,8,10,false
4638,10037.78,37.78,0.740784,1.884985,1.537648,7.93762,0,0.2442,51,1,30,4,11,24,60,200,250,600,true,300,200,0.3,true,true,true,31,26,true,18,10,false
8763,10127.47,127.47,0.8498,1.884901,2.320167,8.501126,0,0.5402,150,2,16385,4,8,30,60,250,250,500,true,350,100,0.1,false,true,false,30,20,false,17,10,false
8775,10127.47,127.47,0.8498,1.884901,2.320167,8.501126,0,0.5402,150,2,16385,4,8,30,60,250,250,500,true,350,100,0.1,false,true,false,30,20,false,8,20,false
8749,10127.47,127.47,0.8498,1.884901,2.320167,8.501126,0,0.5402,150,2,16385,4,8,30,60,250,250,500,true,350,100,0.3,false,true,false,30,20,false,8,10,false
8493,10127.47,127.47,0.8498,1.884901,2.320167,8.501126,0,0.5402,150,2,16385,4,8,30,60,250,250,500,true,350,100,0.1,false,true,false,30,20,false,8,10,false
8393,10127.47,127.47,0.8498,1.884901,2.320167,8.501126,0,0.5402,150,2,16385,4,8,30,60,250,250,500,true,350,100,0.1,false,true,false,30,20,false,17,20,false
8645,10127.46,127.46,0.849733,1.884832,2.357315,8.672429,0,0.5316,150,2,16385,4,8,30,60,250,250,800,true,350,100,0.3,false,true,false,31,20,false,8,10,false
8507,10127.46,127.46,0.849733,1.884832,2.357315,8.672429,0,0.5316,150,2,16385,4,8,30,60,250,250,700,true,350,100,0.3,false,true,false,31,20,false,8,10,true
8442,10127.46,127.46,0.849733,1.884832,2.357315,8.672429,0,0.5316,150,2,16385,4,8,30,60,250,250,700,true,350,100,0.3,false,true,false,31,20,false,8,40,false
7887,10127.46,127.46,0.849733,1.884832,2.357315,8.672429,0,0.5316,150,2,16385,4,8,30,60,250,250,700,true,350,100,0.3,false,true,false,31,20,false,8,10,false
7337,10127.46,127.46,0.849733,1.884832,2.357315,8.672429,0,0.5316,150,2,16385,4,8,30,60,250,250,700,true,350,100,0.3,false,true,false,31,20,false,17,20,false
2545,10043.28,43.28,0.759298,1.88471,1.535841,13.241018,0,0.281,57,2,16385,5,14,22,35,200,250,300,true,400,100,0.5,false,true,false,49,23,false,6,30,false
5898,10087.51,87.51,0.810278,1.884654,2.40809,9.547925,0,0.3591,108,2,16385,4,8,28,60,250,250,500,true,300,100,0.3,true,true,false,32,20,false,8,10,false
4837,10075.01,75.01,0.757677,1.884239,2.072099,8.058523,0,0.3581,99,2,16385,4,8,28,60,250,250,300,true,200,250,0.3,true,true,false,32,20,false,8,10,false
4323,10074.01,74.01,0.913704,1.884229,2.289205,7.680093,0,0.321,81,2,16385,4,8,26,50,250,250,500,true,350,200,0.3,true,true,true,31,20,false,8,10,false
3870,10078.22,78.22,0.68614,1.883044,2.188584,6.811354,0,0.3545,114,1,16385,1,12,24,60,300,250,500,true,100,300,0.1,true,false,false,17,29,true,12,40,false
4302,10066.97,66.97,0.797262,1.882345,1.387979,7.30116,0,0.4773,84,0,16385,1,8,28,60,250,250,600,true,350,250,0.3,false,true,false,31,26,true,17,30,false
6937,10060.31,60.31,0.874058,1.882241,1.522211,9.737544,0,0.3929,69,2,16385,4,8,28,60,250,250,500,true,400,100,0.3,false,true,false,31,26,true,17,10,false
6713,10060.31,60.31,0.874058,1.882241,1.522211,9.737544,0,0.3929,69,2,16385,4,8,28,60,250,250,500,true,400,100,0.3,false,true,false,31,26,true,8,20,false
8789,10127.02,127.02,0.8468,1.880677,2.349177,8.385535,0,0.5317,150,2,16385,4,8,30,60,250,250,700,true,400,100,0.1,false,true,false,30,20,false,8,10,false
2027,10022.68,22.68,0.945,1.880435,0.42274,0.808603,0,0.5342,24,0,30,2,10,12,55,200,450,600,false,100,100,0.2,true,false,false,80,20,true,12,20,false
1774,10022.68,22.68,0.945,1.880435,0.42274,0.808603,0,0.5342,24,0,30,2,10,12,55,200,450,600,false,100,100,0.2,true,false,false,95,23,true,11,20,false
7927,10079.92,79.92,0.401608,1.880079,3.567857,11.185309,0,0.2224,199,1,16385,1,12,26,50,300,300,500,true,100,100,0.2,true,false,false,126,26,true,6,40,false
6638,10060.02,60.02,0.869855,1.880059,1.358533,8.275575,0,0.438,69,2,16385,4,8,28,60,250,500,400,true,200,250,0.3,false,true,false,31,26,true,17,10,true
6184,10060.02,60.02,0.869855,1.880059,1.358533,8.275575,0,0.438,69,2,16385,4,8,28,60,250,500,400,true,200,250,0.3,false,true,false,31,26,true,8,10,false
6110,10079.92,79.92,0.918621,1.879789,2.80028,7.29761,0,0.2841,87,2,16385,4,8,28,40,300,300,400,true,250,250,0.5,true,true,false,31,20,false,8,10,false
7742,10048.04,48.04,0.593086,1.879209,1.924679,11.935889,0,0.2478,81,2,30,4,11,24,55,200,250,600,true,150,100,0.3,false,true,false,31,29,false,12,20,false
6074,10048.04,48.04,0.593086,1.879209,1.924679,11.935889,0,0.2478,81,2,30,4,11,24,60,200,250,600,true,150,100,0.3,false,true,false,31,29,false,12,20,false
1839,10040.74,40.74,0.565833,1.878775,1.719713,11.099787,0,0.2355,72,2,16385,4,13,18,40,150,200,1000,true,500,150,0.5,false,true,true,67,20,false,6,50,true
6192,10090.35,90.35,0.885784,1.87761,2.806772,7.662492,0,0.3204,102,2,16385,4,8,28,60,250,250,300,true,350,100,0.5,true,true,false,31,20,false,17,20,false
6129,10090.35,90.35,0.885784,1.87761,2.806772,7.662492,0,0.3204,102,2,16385,4,8,28,60,250,250,300,true,350,100,0.5,true,true,false,31,20,false,8,10,false
1089,10016.76,16.76,0.620741,1.877487,1.155862,11.300796,0,0.1446,27,0,30,2,8,16,30,150,300,800,true,450,100,0.3,true,true,false,70,20,true,13,30,true
5487,10080.34,80.34,0.653171,1.876596,2.019608,8.33813,0,0.3937,123,2,16385,4,8,28,50,250,300,500,true,150,150,0.5,true,true,false,31,20,false,8,10,false
9462,10086.15,86.15,0.870202,1.876131,1.511138,9.403857,0,0.5621,99,2,16385,4,8,30,60,250,300,700,true,300,150,0.3,false,true,false,36,23,false,17,30,false
7837,10066.29,66.29,0.883867,1.875694,2.505291,9.445317,0,0.2622,75,2,16385,4,10,24,25,250,350,800,true,300,150,0.3,false,true,false,31,26,false,17,20,false
3717,10047.81,47.81,0.758889,1.87516,2.541733,12.063302,0,0.187,63,2,30,3,11,26,40,300,250,1000,true,200,100,0.3,true,true,true,31,26,true,8,20,false
2145,10077.3,77.3,0.660684,1.874434,2.983404,6.604826,0,0.2581,117,1,16385,1,11,26,50,250,300,500,true,100,300,0.2,true,false,false,129,26,true,6,40,false
1609,10077.3,77.3,0.660684,1.874434,2.983404,6.604826,0,0.2581,117,1,16385,1,12,26,50,250,300,500,true,100,300,0.2,true,false,false,129,26,true,6,40,false
6231,10043.03,43.03,0.573733,1.874061,1.486869,12.50395,0,0.2879,75,1,16385,1,11,24,60,200,250,600,true,150,150,0.5,true,true,false,31,20,true,19,40,true
8895,10119.45,119.45,0.847163,1.873492,2.267034,8.839512,0,0.5185,141,2,16385,4,9,30,60,250,250,700,true,350,150,0.3,false,true,false,31,20,false,8,40,true
5527,10053.07,53.07,0.76913,1.873005,2.52114,7.339867,0,0.2092,69,2,30,4,7,28,60,250,250,300,true,350,250,0.1,true,true,true,36,20,false,8,10,false
5373,10063.56,63.56,1.008889,1.872717,1.644502,9.123093,0,0.3832,63,2,16385,4,8,28,40,300,350,500,true,400,100,0.1,false,true,false,30,26,true,18,10,false
5363,10046.74,46.74,0.865556,1.872178,2.189227,7.875631,0,0.2125,54,2,30,4,12,16,60,250,300,900,true,400,100,0.3,true,true,true,31,26,true,8,20,false
5716,10093.34,93.34,0.972292,1.872092,3.208663,8.061144,0,0.2876,96,2,16385,4,10,24,25,250,350,800,true,450,100,0.5,true,true,false,31,20,false,17,20,false
6296,10062.23,62.23,0.648229,1.871935,2.267031,7.829442,0,0.2732,96,2,16385,4,8,28,60,250,250,500,true,150,200,0.1,true,true,true,36,20,false,8,10,false
6161,10096.45,96.45,0.974242,1.871352,2.704711,7.525352,0,0.3549,99,2,16385,4,8,28,60,300,250,1000,true,350,100,0.5,true,true,false,31,20,false,8,10,false
6245,10046.25,46.25,0.811404,1.871326,1.229073,7.314832,0,0.3736,57,2,16385,4,10,24,25,250,300,400,true,250,300,0.3,false,true,true,30,26,true,10,10,false
1514,10016.78,16.78,0.799048,1.870784,0.540071,2.030952,0,0.3099,21,2,30,5,13,20,35,200,400,1000,false,300,250,0.4,false,true,false,83,20,false,5,50,false
8938,10125.45,125.45,0.853401,1.870757,2.366535,9.424954,0,0.5212,147,2,16385,4,8,30,60,250,250,700,true,300,150,0.3,false,true,false,32,20,false,8,40,false
2504,10021.34,21.34,0.711333,1.870665,1.265718,13.809395,0,0.168,30,2,16385,5,10,26,60,200,250,600,true,200,150,0.4,true,true,true,31,29,true,10,30,false
8492,10125.34,125.34,0.8356,1.870115,2.318106,8.344551,0,0.5317,150,2,16385,4,8,30,60,250,250,700,true,350,100,0.1,false,true,false,30,20,false,8,10,false
7975,10125.34,125.34,0.8356,1.870115,2.318106,8.344551,0,0.5317,150,2,16385,4,8,30,60,250,250,700,true,350,100,0.1,false,true,false,30,20,false,17,20,false
4029,10059.57,59.57,0.863333,1.868621,1.806246,8.147405,0,0.3271,69,2,30,4,6,26,50,250,300,500,true,450,200,0.3,false,true,true,30,26,true,18,10,false
1373,10031.14,31.14,0.798462,1.868377,1.288374,9.114136,0,0.2404,39,0,30,1,12,24,45,200,300,1000,true,350,300,0.1,false,true,true,78,20,false,10,40,false
9484,10134.79,134.79,0.936042,1.867375,2.391166,8.443675,0,0.554,144,2,16385,4,7,30,60,250,300,700,true,300,150,0.3,false,true,false,31,20,false,8,10,true
9286,10134.79,134.79,0.936042,1.867375,2.391166,8.443675,0,0.554,144,2,16385,4,7,30,60,250,300,700,true,300,150,0.3,false,true,false,31,20,false,8,10,false
9238,10134.79,134.79,0.936042,1.867375,2.391166,8.443675,0,0.554,144,2,16385,4,7,30,60,250,300,700,true,300,150,0.3,false,true,false,31,20,false,17,10,false
9216,10134.79,134.79,0.936042,1.867375,2.391166,8.443675,0,0.554,144,2,16385,4,7,30,60,250,300,700,true,300,150,0.3,false,true,false,31,20,false,17,20,false
8425,10124.82,124.82,0.832133,1.866505,2.231319,8.598582,0,0.55,150,2,16385,4,8,30,60,250,250,400,true,350,100,0.3,false,true,false,31,20,false,8,10,false
2372,10017.22,17.22,0.637778,1.864458,0.628238,2.613032,0,0.2729,27,2,30,3,6,12,25,300,150,900,false,150,250,0.1,false,true,true,78,20,false,10,40,false
3423,10042.45,42.45,0.615217,1.863683,1.945463,10.566865,0,0.2171,69,2,30,4,6,16,60,200,250,600,true,200,150,0.3,true,true,true,31,26,true,18,10,false
8814,10131.1,131.1,0.840385,1.862841,2.956032,8.738686,0,0.4364,156,2,16385,4,6,30,60,250,250,500,true,400,100,0.3,false,true,false,31,20,false,17,30,false
8607,10131.1,131.1,0.840385,1.862841,2.956032,8.738686,0,0.4364,156,2,16385,4,6,30,60,250,250,500,true,400,100,0.3,false,true,false,31,20,false,8,10,true
7890,10131.1,131.1,0.840385,1.862841,2.956032,8.738686,0,0.4364,156,2,16385,4,6,30,60,250,250,500,true,400,100,0.3,false,true,false,31,20,false,17,20,false
7282,10131.1,131.1,0.840385,1.862841,2.956032,8.738686,0,0.4364,156,2,16385,4,6,30,60,250,250,500,true,400,100,0.3,false,true,false,31,20,false,8,10,false
3230,10047.04,47.04,0.588,1.861854,1.757848,7.979908,0,0.2658,80,1,16385,1,11,24,55,200,250,600,true,150,250,0.5,true,true,false,30,26,true,10,20,true
9119,10137.25,137.25,0.831818,1.861798,3.337792,9.22825,0,0.4045,165,2,16385,4,5,30,60,250,250,700,true,300,150,0.3,false,true,false,31,20,false,17,20,false
9022,10137.25,137.25,0.831818,1.861798,3.337792,9.22825,0,0.4045,165,2,16385,4,5,30,60,250,250,700,true,300,150,0.3,false,true,false,31,20,false,8,10,false
9012,10137.25,137.25,0.831818,1.861798,3.337792,9.22825,0,0.4045,165,2,16385,4,5,30,60,250,250,700,true,300,150,0.3,false,true,false,31,20,false,17,10,false
2952,10060.07,60.07,0.667444,1.861342,1.916108,8.770795,0,0.3112,90,2,16385,4,13,18,45,250,150,300,true,450,100,0.2,true,true,true,19,20,true,19,40,false
8662,10123.8,123.8,0.778616,1.860619,2.394121,9.06574,0,0.5088,159,2,16385,4,8,30,60,250,250,500,true,300,100,0.3,false,true,false,31,20,false,8,40,false
3146,10070.32,70.32,0.808276,1.860499,1.801691,10.653015,0,0.3863,87,2,30,3,11,26,40,300,400,500,true,200,150,0.3,false,true,true,30,26,true,10,20,false
5832,10055.1,55.1,1.02037,1.859863,2.289157,7.637203,0,0.2398,54,2,30,3,7,28,35,300,350,500,true,400,100,0.3,true,true,true,31,26,true,10,20,false
5439,10084.94,84.94,0.832745,1.859804,2.54922,8.048661,0,0.3298,102,2,16385,4,8,26,50,250,250,500,true,300,150,0.5,true,true,false,31,20,false,8,10,false
3466,10047,47,0.5875,1.858918,2.065934,8.263259,0,0.2262,80,1,16385,1,10,26,60,200,250,600,true,200,200,0.3,true,true,true,31,26,true,18,10,false
2039,10065.8,65.8,0.731111,1.858896,3.081967,7.586064,0,0.2117,90,0,16385,1,8,28,60,250,250,500,true,300,200,0.5,true,true,true,17,29,true,9,50,false
4628,10054.37,54.37,0.65506,1.85703,1.6632,8.277881,0,0.3241,83,1,16385,1,11,26,50,250,300,500,true,100,250,0.3,false,true,false,31,26,true,17,20,false
5637,10032.75,32.75,0.727778,1.856881,1.888697,8.87681,0,0.1728,45,2,30,4,11,28,60,250,250,400,true,250,150,0.3,true,true,true,31,26,true,10,10,false
6031,10025.89,25.89,0.410952,1.855302,1.365506,17.995066,0,0.1891,63,1,16385,1,11,24,55,250,300,500,true,100,100,0.3,true,true,true,31,26,true,19,40,true
8777,10129.78,129.78,0.816226,1.855053,3.090736,8.716683,0,0.4133,159,2,16385,4,6,30,60,250,250,500,true,350,100,0.3,false,true,false,31,20,false,17,30,false
8448,10129.78,129.78,0.816226,1.855053,3.090736,8.716683,0,0.4133,159,2,16385,4,6,30,60,250,250,500,true,350,100,0.3,false,true,false,31,20,false,8,10,true
8460,10129.78,129.78,0.816226,1.855053,3.090736,8.716683,0,0.4133,159,2,16385,4,6,30,60,250,250,500,true,350,100,0.3,false,true,false,31,20,false,8,10,false
8080,10129.78,129.78,0.816226,1.855053,3.090736,8.716683,0,0.4133,159,2,16385,4,6,30,60,250,250,500,true,350,100,0.3,false,true,false,31,20,false,17,20,false
5871,10071.48,71.48,0.794222,1.853696,2.848944,6.930377,0,0.2492,90,2,16385,4,10,24,25,250,350,800,true,300,200,0.4,true,true,true,31,20,false,20,20,false
1905,10032.34,32.34,0.539,1.853523,1.219917,6.52865,0,0.2639,60,2,30,3,13,30,45,150,200,700,true,350,250,0.3,true,true,false,16,29,true,15,40,true
9099,10123.09,123.09,0.854792,1.853015,2.20315,8.937925,0,0.5492,144,2,16385,4,7,30,60,250,250,700,true,350,150,0.3,false,true,false,32,20,false,17,20,false
3255,10051.38,51.38,0.778485,1.85278,2.050279,7.539778,0,0.2496,66,2,30,3,11,26,60,250,250,800,true,350,300,0.3,false,true,true,30,26,true,18,10,false
4135,10084.47,84.47,0.853232,1.852113,2.535114,7.495575,0,0.33,99,2,16385,4,8,26,50,250,250,500,true,400,150,0.5,true,true,false,31,20,false,8,10,false
6948,10093.32,93.32,1.036889,1.851926,3.179557,7.699269,0,0.2922,90,2,16385,4,8,28,40,300,350,500,true,400,100,0.5,true,true,false,31,20,false,8,30,false
4719,10093.32,93.32,1.036889,1.851926,3.179557,7.699269,0,0.2922,90,2,16385,4,8,28,40,300,350,500,true,400,100,0.5,true,true,false,31,20,false,8,10,false
3751,10065.73,65.73,0.663939,1.851646,2.397155,10.075146,0,0.2718,99,0,30,1,11,18,40,150,350,800,true,300,150,0.3,true,true,true,31,26,true,18,10,false
6848,10094.25,94.25,0.897619,1.851631,2.815955,7.599495,0,0.3331,105,2,16385,4,7,28,60,250,250,500,true,400,100,0.5,true,true,false,31,20,false,8,10,false
5044,10072.9,72.9,0.592683,1.851536,2.470349,7.507232,0,0.2924,123,2,16385,4,8,28,60,250,250,300,true,100,250,0.5,true,true,false,30,20,false,8,10,false
4120,10077.49,77.49,0.662308,1.851351,1.844561,7.391482,0,0.4153,117,2,16385,4,8,28,60,250,250,1000,true,200,200,0.5,true,true,false,31,20,false,8,10,false
6798,10074.73,74.73,0.691944,1.851236,2.224107,7.234123,0,0.3342,108,2,16385,4,10,24,25,300,350,500,true,100,250,0.5,true,true,false,31,20,false,8,10,false
8202,10064.55,64.55,0.860667,1.85091,1.885773,9.662094,0,0.3395,75,2,16385,4,6,30,60,250,250,500,true,350,150,0.3,false,true,false,31,26,true,18,10,true
7799,10064.55,64.55,0.860667,1.85091,1.885773,9.662094,0,0.3395,75,2,16385,4,6,30,60,250,250,500,true,350,150,0.3,false,true,false,31,26,true,18,20,false
4350,10082.15,82.15,0.702137,1.85059,2.181939,7.015541,0,0.3749,117,1,16385,1,11,24,60,200,250,600,true,200,250,0.2,true,false,false,129,26,true,18,40,true
3630,10038.86,38.86,0.71963,1.850514,1.946894,8.332042,0,0.1985,54,2,16385,4,8,28,60,250,200,600,true,200,200,0.5,true,true,false,31,26,true,10,20,true
9220,10116.49,116.49,0.719074,1.850478,2.321443,8.941739,0,0.4937,162,2,16385,4,7,30,60,250,200,700,true,300,150,0.3,false,true,false,31,20,false,17,20,false
9194,10116.49,116.49,0.719074,1.850478,2.321443,8.941739,0,0.4937,162,2,16385,4,7,30,60,250,200,700,true,300,150,0.3,false,true,false,31,20,false,18,20,false
9030,10122.33,122.33,0.799542,1.850282,2.957689,8.096682,0,0.4073,153,2,16385,4,6,30,60,250,250,700,true,300,200,0.3,false,true,false,31,20,false,8,40,false
9011,10122.33,122.33,0.799542,1.850282,2.957689,8.096682,0,0.4073,153,2,16385,4,6,30,60,250,250,700,true,300,200,0.3,false,true,false,31,20,false,8,10,false
9001,10122.33,122.33,0.799542,1.850282,2.957689,8.096682,0,0.4073,153,2,16385,4,6,30,60,250,250,700,true,300,200,0.3,false,true,false,31,20,false,17,20,false
3169,10038.59,38.59,0.756667,1.850187,1.584154,9.160783,0,0.2421,51,2,30,3,11,26,40,300,400,500,true,200,200,0.5,true,true,true,33,26,true,10,20,false
6776,10065.11,65.11,0.775119,1.85,2.963587,7.903189,0,0.2179,84,2,16385,4,6,26,50,250,250,1000,true,350,100,0.5,true,true,false,31,23,false,8,10,false
8754,10129.06,129.06,0.827308,1.849414,3.046023,8.58282,0,0.417,156,2,16385,4,6,30,60,250,250,700,true,400,100,0.3,false,true,false,31,20,false,9,20,false
8732,10129.06,129.06,0.827308,1.849414,3.046023,8.58282,0,0.417,156,2,16385,4,6,30,60,250,250,700,true,400,100,0.3,false,true,false,31,20,false,8,10,true
8548,10129.06,129.06,0.827308,1.849414,3.046023,8.58282,0,0.417,156,2,16385,4,6,30,60,250,250,700,true,400,100,0.3,false,true,false,31,20,false,17,30,false
7440,10129.06,129.06,0.827308,1.849414,3.046023,8.58282,0,0.417,156,2,16385,4,6,30,60,250,250,700,true,400,100,0.3,false,true,false,31,20,false,17,20,false
7318,10129.06,129.06,0.827308,1.849414,3.046023,8.58282,0,0.417,156,2,16385,4,6,30,60,250,250,700,true,400,100,0.3,false,true,false,31,20,false,8,10,false
