Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,InpEntryMethod,InpTrendTimeframe,InpEntryTimeframe,InpFastEMA_Period,InpSlow1EMA_Period,InpSlow2EMA_Period,InpStopLossPoints,InpTakeProfit1_Points,InpTakeProfit2_Points,InpUseTrailingSL,InpTrailingStartPoints,InpTrailingStopPoints,InpRiskPercent,InpUseDailyFilter,InpUseAdxFilter,InpUseDiCrossover,InpAdxPeriod,InpAdxThreshold,InpUseSessionFilter,InpBreakoutLookbackBars,InpBreakoutOffsetPoints,InpUseLossLimit
2679,10046.94,46.94,2.607778,3.844848,0.925473,1.14471,0,0.5046,18,0,30,2,10,12,55,300,450,1000,false,300,250,0.2,true,false,false,125,26,true,12,10,true
7720,10108.62,108.62,1.905614,3.840481,3.823302,18.218199,0,0.2804,57,2,30,5,10,24,25,250,350,800,true,300,150,0.3,false,true,false,31,29,false,12,20,false
6310,10086.22,86.22,1.79625,3.839921,4.038407,17.172125,0,0.2118,48,2,30,4,7,28,55,250,300,700,true,350,100,0.3,true,true,true,31,26,true,18,10,false
5508,10086.22,86.22,1.79625,3.839921,4.038407,17.172125,0,0.2118,48,2,30,4,7,28,60,250,300,700,true,350,100,0.3,true,true,true,31,26,true,18,10,false
5542,10087.06,87.06,1.707059,3.836755,6.045833,16.83566,0,0.1426,51,2,30,4,6,26,50,250,250,500,true,400,100,0.3,true,true,true,31,26,true,18,10,false
5581,10087.06,87.06,1.707059,3.836755,6.045833,16.83566,0,0.1426,51,2,30,4,6,26,50,250,250,500,true,400,100,0.5,true,true,false,31,26,true,17,10,false
4056,10080.31,80.31,1.408947,3.833804,3.726682,14.398981,0,0.2136,57,2,30,5,10,22,40,300,250,500,true,200,250,0.3,false,true,false,31,29,false,12,20,false
5409,10065.22,65.22,1.35875,3.831958,3.936029,14.447531,0,0.1651,48,2,30,5,6,26,45,250,250,700,true,150,250,0.3,true,true,true,31,26,true,18,20,false
4535,10066.48,66.48,1.582857,3.828936,3.188489,13.560704,0,0.207,42,2,30,5,7,28,60,250,300,900,true,400,150,0.4,true,true,true,31,29,false,12,20,false
8373,10106.52,106.52,1.613939,3.821722,3.200721,16.806864,0,0.3289,66,2,30,4,6,30,60,250,250,700,true,350,100,0.1,false,true,false,30,29,false,20,10,false
1219,10021.2,21.2,1.766667,3.815405,1.41522,4.898732,0,0.1497,12,2,16385,4,8,28,60,250,250,500,true,300,200,0.2,true,true,false,54,29,true,8,40,false
6879,10079.47,79.47,1.892143,3.81509,3.44026,12.760582,0,0.2288,42,2,30,4,7,28,40,300,350,500,true,400,100,0.5,true,true,false,31,29,false,12,20,false
4265,10078.69,78.69,1.639375,3.813371,2.977299,12.829717,0,0.2619,48,2,16385,4,13,18,25,300,400,500,true,200,250,0.3,true,true,true,31,26,true,18,10,false
4197,10078.69,78.69,1.639375,3.813371,2.977299,12.829717,0,0.2619,48,2,16385,4,13,18,40,300,400,500,true,200,250,0.3,true,true,true,31,26,true,18,20,false
3843,10078.69,78.69,1.639375,3.813371,2.977299,12.829717,0,0.2619,48,2,16385,4,13,18,40,300,400,500,true,200,250,0.3,true,true,true,31,26,true,7,20,true
2751,10078.69,78.69,1.639375,3.813371,2.977299,12.829717,0,0.2619,48,2,16385,4,13,18,40,300,400,500,true,200,250,0.3,true,true,true,31,26,true,8,20,true
6580,10105.72,105.72,1.678095,3.799788,3.172869,17.914425,0,0.3293,63,2,30,4,8,28,60,250,250,700,true,350,100,0.1,false,true,false,30,29,false,12,20,false
4087,10084.94,84.94,1.887556,3.777632,3.805556,13.607752,0,0.2219,45,2,30,4,6,26,50,250,500,400,true,350,100,0.4,true,true,true,31,29,false,12,20,false
2995,10051.41,51.41,1.713667,3.777418,1.97883,14.516068,0,0.2578,30,2,30,4,9,26,40,300,400,500,true,300,200,0.5,true,true,false,45,26,false,5,50,false
1335,10034.57,34.57,1.920556,3.776707,0.736943,1.044403,0,0.4672,18,0,30,2,10,12,55,200,450,600,false,100,100,0.5,true,true,true,17,29,true,12,10,true
1676,10033.95,33.95,1.616667,3.762408,2.372467,16.86938,0,0.1424,21,2,30,4,9,18,60,200,250,300,true,250,200,0.1,false,true,false,59,26,false,8,20,false
6098,10083.59,83.59,1.741458,3.758746,2.669754,17.626304,0,0.31,48,2,30,4,7,28,60,250,300,300,true,350,100,0.3,false,true,false,31,29,true,17,20,false
3737,10065.41,65.41,1.677179,3.756426,3.435399,13.068164,0,0.1894,39,2,16385,4,10,24,25,250,350,500,true,450,100,0.3,true,true,true,31,26,true,18,10,false
5598,10083.46,83.46,1.391,3.756275,4.6914,18.469808,0,0.1765,60,2,30,4,6,28,60,250,250,400,true,250,150,0.5,true,true,false,31,26,true,18,10,false
7860,10085.23,85.23,1.092692,3.754686,3.177852,15.485643,0,0.2656,78,2,30,4,6,26,45,250,150,700,true,400,100,0.3,false,true,false,31,29,false,17,10,false
4877,10067.23,67.23,1.400625,3.751944,3.551506,17.048883,0,0.1879,48,2,30,4,11,24,60,200,250,600,true,300,200,0.3,true,true,true,31,26,true,18,10,false
2495,10034.16,34.16,1.626667,3.750403,1.977997,13.500335,0,0.1718,21,2,30,4,6,26,50,200,250,1000,true,450,250,0.1,false,true,false,59,26,false,17,10,false
7601,10085.13,85.13,1.669216,3.748789,2.822613,14.620328,0,0.2986,51,2,30,4,8,28,60,250,300,500,true,400,200,0.3,false,true,false,31,29,false,12,20,false
8375,10103.8,103.8,1.647619,3.745305,3.073734,18.193791,0,0.3338,63,2,30,4,10,28,60,250,250,700,true,350,100,0.1,false,true,false,30,29,false,12,20,false
7892,10099.72,99.72,1.662,3.744084,4.161937,15.037102,0,0.2374,60,2,30,4,11,22,40,300,250,700,true,350,200,0.3,false,true,false,31,26,true,18,10,false
6902,10083.76,83.76,1.642353,3.743531,5.816667,17.582693,0,0.1426,51,2,30,4,6,26,50,250,250,700,true,350,100,0.5,true,true,false,31,26,true,17,20,false
6664,10083.76,83.76,1.642353,3.743531,5.816667,17.582693,0,0.1426,51,2,30,4,6,26,45,250,250,700,true,350,100,0.5,true,true,false,31,26,true,18,10,false
6324,10083.76,83.76,1.642353,3.743531,5.816667,17.582693,0,0.1426,51,2,30,4,6,26,50,250,250,700,true,350,100,0.4,true,true,true,31,26,true,18,10,false
6284,10083.76,83.76,1.642353,3.743531,5.816667,17.582693,0,0.1426,51,2,30,4,6,26,50,250,250,700,true,350,100,0.5,true,true,false,31,26,true,18,10,false
5949,10083.76,83.76,1.642353,3.743531,5.816667,17.582693,0,0.1426,51,2,30,4,6,26,45,250,250,700,true,350,100,0.3,true,true,true,31,26,true,7,10,false
5466,10083.76,83.76,1.642353,3.743531,5.816667,17.582693,0,0.1426,51,2,30,4,6,26,50,250,250,700,true,350,100,0.3,true,true,true,31,26,true,17,20,false
5299,10083.76,83.76,1.642353,3.743531,5.816667,17.582693,0,0.1426,51,2,30,4,6,26,45,250,250,700,true,350,100,0.4,true,true,true,31,26,true,18,10,false
4927,10083.76,83.76,1.642353,3.743531,5.816667,17.582693,0,0.1426,51,2,30,4,6,26,45,250,250,700,true,350,100,0.5,true,true,false,31,26,true,17,10,false
4817,10083.76,83.76,1.642353,3.743531,5.816667,17.582693,0,0.1426,51,2,30,4,6,26,45,250,250,700,true,350,100,0.3,true,true,true,31,26,true,18,40,false
4561,10083.76,83.76,1.642353,3.743531,5.816667,17.582693,0,0.1426,51,2,30,4,6,26,50,250,250,700,true,350,100,0.3,true,true,true,31,26,true,18,10,false
4650,10083.76,83.76,1.642353,3.743531,5.816667,17.582693,0,0.1426,51,2,30,4,6,26,45,250,250,700,true,350,100,0.5,true,true,false,31,26,true,18,50,false
4388,10083.76,83.76,1.642353,3.743531,5.816667,17.582693,0,0.1426,51,2,30,4,6,26,45,250,250,700,true,350,100,0.3,true,true,true,31,26,true,17,10,false
4282,10083.76,83.76,1.642353,3.743531,5.816667,17.582693,0,0.1426,51,2,30,4,6,26,45,250,250,700,true,350,100,0.3,true,true,true,31,26,true,18,20,false
4292,10083.76,83.76,1.642353,3.743531,5.816667,17.582693,0,0.1426,51,2,30,4,6,26,45,250,250,700,true,350,100,0.3,true,true,true,31,26,true,8,20,false
3954,10083.76,83.76,1.642353,3.743531,5.816667,17.582693,0,0.1426,51,2,30,4,6,26,50,250,250,700,true,350,100,0.5,true,true,false,31,26,true,17,10,false
2060,10083.76,83.76,1.642353,3.743531,5.816667,17.582693,0,0.1426,51,2,30,4,6,26,45,250,250,700,true,350,100,0.3,true,true,true,31,26,true,18,10,false
7264,10103.32,103.32,1.64,3.736954,5.658269,18.050551,0,0.1808,63,2,30,4,10,26,45,250,250,700,true,350,150,0.3,false,true,false,31,26,true,17,20,false
6621,10074.45,74.45,1.240833,3.727106,3.951699,14.773543,0,0.1869,60,2,30,5,10,22,40,300,500,400,true,200,150,0.3,true,true,true,31,26,false,13,20,false
4360,10062.61,62.61,1.605385,3.726916,2.858904,14.617598,0,0.2173,39,2,30,4,6,28,60,250,300,400,true,300,100,0.5,true,true,false,31,29,true,18,10,false
4316,10049.55,49.55,1.101111,3.719539,3.823302,12.975037,0,0.1292,45,2,30,5,10,22,50,250,250,500,true,100,250,0.5,true,true,false,31,29,false,12,20,false
1675,10025.26,25.26,1.202857,3.719053,1.174338,6.454335,0,0.2146,21,1,30,1,5,10,50,300,250,400,false,400,250,0.2,false,true,false,87,20,true,8,30,true
1497,10025.26,25.26,1.202857,3.719053,1.174338,6.454335,0,0.2146,21,1,30,1,5,10,50,300,250,400,false,400,100,0.2,false,true,false,87,20,true,5,30,true
1735,10024.54,24.54,1.636,3.717608,2.088511,20.002634,0,0.1172,15,0,30,3,13,28,50,150,450,600,true,350,100,0.2,true,true,false,50,29,true,20,20,true
4733,10074.22,74.22,1.455294,3.714704,3.988178,15.491717,0,0.1852,51,2,30,4,6,26,40,300,400,1000,true,200,200,0.3,true,true,true,31,26,true,18,10,false
4049,10052.17,52.17,1.159333,3.712949,3.161818,11.055949,0,0.1639,45,0,30,1,11,18,40,150,250,1000,true,450,250,0.2,true,true,false,32,29,true,8,40,false
7359,10104.66,104.66,1.585758,3.711399,4.178044,15.022428,0,0.2477,66,2,30,4,6,26,50,250,250,600,true,400,100,0.3,false,true,false,31,29,false,12,40,true
4864,10074.21,74.21,1.455098,3.709383,4.221274,17.123826,0,0.1745,51,2,30,4,9,26,40,300,400,800,true,250,150,0.5,true,true,false,31,26,true,18,50,false
7270,10104.49,104.49,1.583182,3.706995,4.171257,14.963251,0,0.2477,66,2,30,4,6,26,60,250,250,700,true,400,100,0.3,false,true,false,31,29,false,20,10,true
6686,10104.49,104.49,1.583182,3.706995,4.171257,14.963251,0,0.2477,66,2,30,4,6,26,50,250,250,700,true,400,100,0.3,false,true,false,31,29,false,20,10,false
5921,10104.49,104.49,1.583182,3.706995,4.171257,14.963251,0,0.2477,66,2,30,4,6,26,60,250,250,700,true,400,100,0.3,false,true,false,31,29,false,20,10,false
6189,10075.44,75.44,1.571667,3.703943,3.435337,13.033249,0,0.2185,48,2,16385,4,6,30,60,300,400,500,true,200,250,0.3,true,true,true,31,26,true,18,10,false
8057,10101.9,101.9,1.61746,3.699338,5.580504,18.240263,0,0.1808,63,2,30,4,10,26,45,250,250,700,true,300,150,0.3,false,true,false,31,26,true,17,20,false
7993,10101.9,101.9,1.61746,3.699338,5.580504,18.240263,0,0.1808,63,2,30,4,10,26,45,250,250,700,true,300,150,0.3,false,true,false,31,26,true,18,10,false
5083,10073.63,73.63,1.443725,3.688207,4.570453,18.736604,0,0.16,51,2,30,4,9,26,45,300,300,400,true,250,100,0.5,true,true,false,31,26,true,18,50,false
6870,10103.71,103.71,1.571364,3.686788,4.14012,14.844208,0,0.2477,66,2,30,4,6,26,50,250,250,900,true,400,100,0.3,false,true,false,31,29,false,20,10,false
1548,10022.94,22.94,1.529333,3.686183,1.259747,1.880208,0,0.1816,15,2,30,1,5,10,60,250,350,900,false,450,250,0.1,true,true,true,73,20,false,10,30,true
7638,10101.4,101.4,1.609524,3.685381,5.553122,17.395446,0,0.1809,63,2,30,4,8,28,60,250,250,500,true,350,150,0.3,false,true,false,31,26,true,18,10,false
5643,10082.37,82.37,1.52537,3.683062,3.095453,15.217016,0,0.2635,54,2,30,4,11,28,60,250,300,400,true,250,150,0.3,false,true,false,31,29,false,12,20,false
5602,10081.22,81.22,1.289206,3.682299,4.705678,20.814097,0,0.1712,63,2,30,4,6,28,45,250,250,700,true,150,150,0.3,true,true,true,31,26,true,18,40,true
1108,10033.32,33.32,1.234074,3.678457,2.459041,24.959263,0,0.1351,27,2,16385,5,10,26,60,200,250,600,true,200,200,0.4,true,true,true,60,20,true,13,40,true
7501,10103.16,103.16,1.56303,3.672539,4.118164,14.872024,0,0.2478,66,2,30,4,6,26,45,250,250,500,true,400,100,0.3,false,true,false,31,29,false,17,10,false
5112,10100.96,100.96,1.346133,3.671606,3.098834,17.699838,0,0.322,75,2,30,4,6,26,50,250,200,600,true,350,150,0.3,false,true,true,30,29,false,9,20,false
7765,10100.67,100.67,1.597937,3.666755,5.513143,18.05919,0,0.1808,63,2,30,4,10,26,60,250,250,500,true,300,150,0.3,false,true,false,31,26,true,17,20,false
7589,10100.67,100.67,1.597937,3.666755,5.513143,18.05919,0,0.1808,63,2,30,4,10,26,45,250,250,500,true,300,150,0.3,false,true,false,31,26,true,18,10,true
2295,10081.95,81.95,1.707292,3.665041,3.45198,16.792642,0,0.2354,48,2,16385,4,13,18,40,300,400,500,true,200,300,0.3,false,true,false,67,20,false,6,50,true
6334,10080.8,80.8,1.683333,3.661397,3.970516,16.750655,0,0.2019,48,2,30,4,7,28,60,250,300,300,true,350,100,0.5,true,true,false,31,26,true,17,20,false
6372,10080.8,80.8,1.683333,3.661397,3.970516,16.750655,0,0.2019,48,2,30,4,7,28,55,250,300,300,true,350,100,0.5,true,true,false,31,26,true,18,10,false
6754,10081.12,81.12,1.502222,3.651847,4.005926,17.625942,0,0.2006,54,2,30,4,6,26,45,250,250,700,true,400,100,0.3,false,true,false,36,29,false,20,10,false
3243,10060.62,60.62,1.188627,3.650634,4.044029,17.555891,0,0.1494,51,2,30,4,13,18,45,250,150,300,true,450,100,0.3,true,true,true,31,26,true,18,20,false
1837,10027.74,27.74,2.311667,3.641905,0.539584,0.318898,0,0.5116,12,2,16385,3,6,16,45,200,300,800,false,250,150,0.4,true,false,false,84,29,true,10,30,false
8421,10100.51,100.51,1.28859,3.640137,4.20368,20.592518,0,0.2363,78,2,30,4,7,28,60,250,300,700,true,200,100,0.3,false,true,false,31,29,false,12,20,false
4114,10064.73,64.73,1.348542,3.63666,3.163734,10.75763,0,0.2029,48,2,30,4,6,26,50,200,300,1000,true,350,250,0.4,true,true,true,31,29,false,12,20,false
7085,10088.77,88.77,1.286522,3.635689,5.137153,14.894709,0,0.1712,69,2,30,4,6,26,55,200,250,600,true,150,250,0.3,false,true,false,31,26,true,17,20,false
7002,10088.77,88.77,1.286522,3.635689,5.137153,14.894709,0,0.1712,69,2,30,4,6,26,50,200,250,600,true,150,250,0.3,false,true,false,31,26,true,18,10,false
6012,10088.77,88.77,1.286522,3.635689,5.137153,14.894709,0,0.1712,69,2,30,4,6,26,50,200,250,600,true,150,250,0.3,false,true,false,31,26,true,17,20,false
2895,10067.27,67.27,1.601667,3.631847,3.042515,18.216254,0,0.2194,42,2,16385,5,14,22,35,300,350,500,true,100,250,0.5,false,true,false,49,23,false,6,30,false
146,10030.9,30.9,2.575,3.629787,0.668831,0.37803,0,0.4597,12,1,16385,5,14,22,55,250,400,1000,false,200,300,0.1,true,false,false,84,23,false,11,50,false
6187,10099.84,99.84,1.512727,3.626677,4.318339,14.154646,0,0.2292,66,2,30,4,7,26,50,250,250,500,true,400,200,0.3,false,true,false,31,26,true,17,20,false
5561,10099.84,99.84,1.512727,3.626677,4.318339,14.154646,0,0.2292,66,2,30,4,7,26,50,250,250,500,true,400,200,0.3,false,true,false,31,26,true,18,10,false
5442,10088.45,88.45,1.281884,3.626188,5.830587,16.105367,0,0.1503,69,2,30,4,6,26,50,200,250,300,true,150,250,0.3,false,true,false,31,26,true,17,20,false
5815,10080.56,80.56,1.579608,3.624959,5.594444,15.466155,0,0.1426,51,2,30,4,6,26,45,250,250,500,true,400,150,0.5,true,true,false,31,26,true,17,10,false
5085,10080.56,80.56,1.579608,3.624959,5.594444,15.466155,0,0.1426,51,2,30,4,6,26,50,250,250,500,true,400,150,0.3,true,true,true,31,26,true,17,10,false
4800,10080.56,80.56,1.579608,3.624959,5.594444,15.466155,0,0.1426,51,2,30,4,6,26,45,250,250,500,true,400,150,0.3,true,true,true,31,26,true,17,10,false
3735,10080.56,80.56,1.579608,3.624959,5.594444,15.466155,0,0.1426,51,2,30,4,6,26,45,250,250,500,true,400,150,0.3,true,true,true,31,26,true,18,10,false
6716,10096.51,96.51,1.892353,3.602751,3,16.899963,0,0.3181,51,2,30,4,11,26,40,300,350,500,true,400,100,0.3,false,true,false,31,29,false,12,20,false
8214,10087.22,87.22,1.321515,3.598153,5.047454,15.189973,0,0.1712,66,2,30,4,8,28,60,200,250,600,true,150,250,0.3,false,true,false,31,26,true,17,20,false
4985,10079.04,79.04,1.549804,3.588929,5.488889,16.264945,0,0.1427,51,2,30,4,6,26,45,250,250,700,true,350,150,0.5,true,true,false,31,26,true,18,10,false
1577,10079.04,79.04,1.549804,3.588929,5.488889,16.264945,0,0.1427,51,2,30,4,6,26,50,250,250,700,true,350,150,0.3,true,true,true,31,26,true,18,10,false
1640,10079.04,79.04,1.549804,3.588929,5.488889,16.264945,0,0.1427,51,2,30,4,6,26,45,250,250,700,true,350,150,0.3,true,true,true,31,26,true,18,10,false
4216,10079.38,79.38,1.556471,3.58651,5.5125,15.274452,0,0.1427,51,2,30,4,6,26,45,250,250,700,true,400,150,0.3,true,true,true,31,26,true,18,10,false
3180,10047.24,47.24,1.049778,3.58566,2.470711,17.04488,0,0.19,45,2,16385,5,14,22,35,300,250,500,true,150,100,0.5,false,true,false,49,23,false,11,30,false
6286,10078.1,78.1,1.370175,3.581818,3.88364,20.052183,0,0.1995,57,2,30,4,6,26,45,250,500,400,true,200,150,0.5,true,true,false,31,26,true,18,10,false
6132,10078.1,78.1,1.370175,3.581818,3.88364,20.052183,0,0.1995,57,2,30,4,6,26,50,250,500,400,true,200,150,0.5,true,true,false,31,26,true,18,50,false
5717,10078.1,78.1,1.370175,3.581818,3.88364,20.052183,0,0.1995,57,2,30,4,6,26,45,250,500,400,true,200,150,0.3,true,true,true,31,26,true,18,20,false
4737,10078.1,78.1,1.370175,3.581818,3.88364,20.052183,0,0.1995,57,2,30,4,6,26,45,250,500,400,true,200,150,0.3,true,true,true,31,26,true,8,20,true
4067,10078.1,78.1,1.370175,3.581818,3.88364,20.052183,0,0.1995,57,2,30,4,6,26,50,250,500,400,true,200,150,0.3,true,true,true,31,26,true,18,10,false
3707,10078.1,78.1,1.370175,3.581818,3.88364,20.052183,0,0.1995,57,2,30,4,6,26,50,250,500,400,true,200,150,0.5,true,true,false,31,26,true,17,10,false
1290,10024.03,24.03,1.00125,3.581096,1.05859,5.916802,0,0.2265,24,0,16385,5,12,28,60,300,250,400,false,400,100,0.4,true,true,true,64,20,false,7,40,true
5428,10100,100,1.515152,3.578649,5.24109,15.129138,0,0.1888,66,2,30,4,6,26,50,250,500,400,true,200,250,0.3,false,true,false,31,26,true,17,20,false
7992,10077.91,77.91,1.527647,3.577241,2.963484,17.922962,0,0.2607,51,2,30,4,8,28,60,250,250,700,true,350,100,0.3,false,true,false,36,26,true,17,20,false
8078,10097.36,97.36,1.622667,3.564805,3.437853,13.309588,0,0.28,60,2,30,4,6,28,60,250,350,800,true,300,200,0.3,false,true,false,31,29,false,12,20,false
7916,10097.45,97.45,1.709649,3.563125,3.30339,15.559408,0,0.2915,57,2,30,4,11,22,55,250,300,1000,true,350,150,0.3,false,true,false,31,29,false,12,10,false
5728,10062.74,62.74,1.045667,3.552482,3.52274,12.758056,0,0.1774,60,2,30,4,6,24,55,200,250,600,true,150,250,0.5,true,true,false,31,29,false,12,20,false
7634,10115.24,115.24,1.600556,3.549558,5.110421,18.99759,0,0.223,72,2,30,4,7,26,50,250,250,700,true,350,100,0.3,false,true,false,31,26,true,7,10,false
7506,10115.24,115.24,1.600556,3.549558,5.110421,18.99759,0,0.223,72,2,30,4,7,26,50,250,250,700,true,350,100,0.3,false,true,false,31,26,true,17,20,false
4890,10077.12,77.12,1.352982,3.549421,3.834908,20.403214,0,0.1995,57,2,30,4,6,26,50,250,300,500,true,200,150,0.3,true,true,true,31,26,true,18,10,false
3658,10077.12,77.12,1.352982,3.549421,3.834908,20.403214,0,0.1995,57,2,30,4,6,26,50,250,300,500,true,200,150,0.3,true,true,true,31,26,true,18,20,false
7588,10114.94,114.94,1.596389,3.542358,5.097118,18.902021,0,0.223,72,2,30,4,6,28,45,250,250,700,true,350,100,0.3,false,true,false,31,26,true,17,20,false
6898,10114.91,114.91,1.595972,3.541694,5.089017,18.995275,0,0.2233,72,2,30,4,6,28,60,250,250,700,true,350,100,0.3,false,true,false,31,26,true,17,20,false
6526,10114.91,114.91,1.595972,3.541694,5.089017,18.995275,0,0.2233,72,2,30,4,6,28,60,250,250,700,true,350,100,0.3,false,true,false,31,26,true,18,10,false
8069,10115.1,115.1,1.743939,3.538597,4.289974,18.092808,0,0.2652,66,2,30,4,8,28,60,250,300,900,true,350,100,0.3,false,true,false,31,26,true,18,10,false
5830,10092.21,92.21,1.536833,3.537424,3.550635,12.997191,0,0.2574,60,2,30,4,11,22,40,300,250,1000,true,350,250,0.3,false,true,true,30,26,true,18,10,false
4229,10030.55,30.55,0.848611,3.533167,2.028552,37.255488,0,0.1499,36,1,16385,1,11,24,60,200,250,600,true,150,100,0.5,true,true,false,31,29,true,17,40,true
3129,10076.67,76.67,1.277833,3.532034,5.37281,22.392086,0,0.1417,60,2,30,4,7,26,60,200,250,600,true,200,150,0.3,true,true,true,31,26,true,18,10,false
7815,10114.34,114.34,1.588056,3.529646,5.07051,18.842262,0,0.223,72,2,30,4,7,26,50,250,250,1000,true,350,100,0.3,false,true,false,31,26,true,17,20,false
7179,10097.83,97.83,1.6305,3.527907,3.454449,15.946008,0,0.2799,60,2,30,4,7,28,60,250,300,900,true,400,100,0.3,false,true,false,31,29,false,12,20,false
3643,10076.67,76.67,1.503333,3.524531,5.104527,14.714678,0,0.1495,51,2,30,4,6,26,50,250,300,500,true,250,200,0.3,true,true,true,31,26,true,17,10,false
2889,10076.67,76.67,1.503333,3.524531,5.104527,14.714678,0,0.1495,51,2,30,4,6,26,50,250,300,500,true,250,200,0.3,true,true,true,31,26,true,18,10,false
7848,10114.01,114.01,1.583472,3.521787,5.049159,18.839545,0,0.2233,72,2,30,4,6,28,60,250,250,900,true,350,100,0.3,false,true,false,31,26,true,10,20,false
7733,10114.01,114.01,1.583472,3.521787,5.049159,18.839545,0,0.2233,72,2,30,4,6,28,60,250,250,1000,true,350,100,0.3,false,true,false,31,26,true,18,10,true
6723,10114.01,114.01,1.583472,3.521787,5.049159,18.839545,0,0.2233,72,2,30,4,6,28,60,250,250,900,true,350,100,0.3,false,true,false,31,26,true,17,20,false
6710,10114.01,114.01,1.583472,3.521787,5.049159,18.839545,0,0.2233,72,2,30,4,6,28,60,250,250,900,true,350,100,0.3,false,true,false,31,26,true,18,10,true
6660,10114.16,114.16,1.729697,3.5162,5.499037,18.158657,0,0.2054,66,2,30,4,11,22,40,300,250,700,true,350,100,0.3,false,true,false,31,26,true,18,10,false
6826,10095.09,95.09,1.509365,3.506326,3.796008,13.834059,0,0.2477,63,2,30,4,6,26,60,250,250,700,true,300,200,0.3,false,true,false,31,29,false,20,10,false
3974,10076.39,76.39,1.497843,3.502129,5.304861,16.827209,0,0.1427,51,2,30,4,6,26,45,250,250,700,true,300,100,0.3,true,true,true,31,26,true,18,40,true
2188,10029.55,29.55,3.283333,3.502117,0.534938,0.175338,0,0.5495,9,2,16385,4,8,28,60,250,450,1000,false,400,300,0.2,true,false,false,129,26,true,15,50,false
2237,10038.74,38.74,2.152222,3.497743,0.731634,1.040695,0,0.527,18,2,30,4,5,12,30,300,400,600,false,100,250,0.4,true,false,false,132,29,false,8,30,false
7721,10113.26,113.26,1.716061,3.496363,5.455684,18.008904,0,0.2054,66,2,30,4,11,22,40,300,250,900,true,350,100,0.3,false,true,false,31,26,true,17,20,false
6316,10113.26,113.26,1.716061,3.496363,5.455684,18.008904,0,0.2054,66,2,30,4,11,22,40,300,250,1000,true,350,100,0.3,false,true,false,31,26,true,17,20,false
5249,10113.26,113.26,1.716061,3.496363,5.455684,18.008904,0,0.2054,66,2,30,4,11,22,40,300,250,1000,true,350,100,0.3,false,true,false,31,26,true,18,10,false
4399,10075.51,75.51,1.2585,3.496198,4.36474,21.007617,0,0.1717,60,2,30,4,6,26,45,250,250,600,true,150,150,0.3,true,true,true,31,26,true,18,10,false
3477,10037.35,37.35,1.383333,3.48503,2.493324,16.089971,0,0.1493,27,2,16385,4,8,28,60,250,200,600,true,200,200,0.5,true,true,false,45,26,false,5,20,true
5287,10070.42,70.42,1.380784,3.480451,3.56557,13.738508,0,0.1958,51,2,30,4,10,22,40,300,250,1000,true,200,250,0.3,false,true,true,30,29,true,13,20,false
4428,10075.7,75.7,1.484314,3.479528,5.256944,16.562723,0,0.1427,51,2,30,4,6,26,45,250,250,500,true,300,100,0.3,true,true,true,31,26,true,18,10,false
4395,10075.7,75.7,1.484314,3.479528,5.256944,16.562723,0,0.1427,51,2,30,4,6,26,50,250,250,500,true,300,100,0.5,true,true,false,31,26,true,17,10,false
7448,10112.25,112.25,1.626812,3.479019,4.977827,18.688079,0,0.223,69,2,30,4,7,28,45,250,250,600,true,350,100,0.3,false,true,false,31,26,true,17,20,false
3838,10067.81,67.81,1.329608,3.475721,3.857224,18.626785,0,0.1744,51,2,30,4,11,26,40,300,400,500,true,200,150,0.2,true,true,false,32,26,true,18,10,false
5611,10090.35,90.35,1.30942,3.475342,4.994472,15.606142,0,0.1799,69,2,30,4,6,26,40,200,200,400,true,300,250,0.3,false,true,true,30,26,true,18,10,false
6386,10112.08,112.08,1.624348,3.475265,4.970288,18.609468,0,0.223,69,2,30,4,7,28,45,250,250,700,true,350,100,0.3,false,true,false,31,26,true,17,20,false
7625,10112.05,112.05,1.623913,3.474602,4.962356,18.702111,0,0.2233,69,2,30,4,7,28,60,250,250,700,true,350,100,0.3,false,true,false,31,26,true,17,30,false
6763,10112.05,112.05,1.623913,3.474602,4.962356,18.702111,0,0.2233,69,2,30,4,7,28,60,250,250,700,true,350,100,0.3,false,true,false,31,26,true,8,20,false
6669,10112.05,112.05,1.623913,3.474602,4.962356,18.702111,0,0.2233,69,2,30,4,7,28,60,250,250,700,true,350,100,0.3,false,true,false,31,26,true,10,20,false
6796,10112,112,1.623188,3.473498,5.056433,18.703635,0,0.2191,69,2,30,4,7,28,60,250,250,500,true,350,100,0.3,false,true,false,31,26,true,17,20,false
6269,10112,112,1.623188,3.473498,5.056433,18.703635,0,0.2191,69,2,30,4,7,28,60,250,250,500,true,350,100,0.3,false,true,false,31,26,true,10,20,false
222,10068.19,68.19,1.262778,3.472444,4.132727,17.290978,0,0.1636,54,0,30,1,11,18,40,150,250,300,true,400,150,0.2,true,true,false,32,29,true,8,40,false
6679,10094.36,94.36,1.572667,3.472099,3.431273,12.549814,0,0.2726,60,2,30,4,8,28,60,250,300,500,true,400,200,0.3,false,true,false,31,26,true,17,20,false
4964,10033.64,33.64,1.245926,3.471712,1.901639,12.186662,0,0.1761,27,2,16385,4,13,18,50,250,300,600,true,150,250,0.3,false,true,false,83,20,false,6,50,true
